taxon_crisp,taxon_sp,taxon,series
P1_MR_Coymbia_polysciada_10510_P1_MR_G01,Corymbia_polysciada,Corymbia_polysciada,Scutiformes
euc_gomphocephala_Cs357_P12MR_22,Eucalyptus_gomphocephala,Eucalyptus_gomphocephala,Sect_Bolites
euc_howittiana_Cs496_P12MR_5,Eucalyptus_howittiana,Eucalyptus_howittiana,Sect_Domesticae
P13_MR_Eucalyptus_howittiana_11613_P13_MR_G05,Eucalyptus_howittiana,Eucalyptus_howittiana,Sect_Domesticae
P13_MR_Eucalyptus_averetiana_11658_P13_MR_H10,Eucalyptus_raveretiana,Eucalyptus_raveretiana,Sect_Domesticae
P13_MR_Eucalyptus_averetiana_11659_P13_MR_A11,Eucalyptus_raveretiana,Eucalyptus_raveretiana,Sect_Domesticae
Euc_P8_Eucalyptus_deglupta_BG,Eucalyptus_deglupta,Eucalyptus_deglupta,Sect_Equatoria
P13_MR_Coymbia_citriodora,Corymbia_citriodora,Corymbia_citriodora,Maculatae
P13_MR_Coymbia_aureola_11598_P13_MR_B04,Corymbia_aureola,Corymbia_aureola,Sect_Naviculares
P13_MR_Coymbia_bloxsomei_11665_P13_MR_G11,Corymbia_bloxsomei,Corymbia_bloxsomei,Sect_Naviculares
P13_MR_Coymbia_bunites_11585_P13_MR_E02,Corymbia_bunites,Corymbia_bunites,Sect_Naviculares
P13_MR_Coymbia_leichhardtii_11595_P13_MR_G03,Corymbia_leichhardtii,Corymbia_leichhardtii,Sect_Naviculares
P13_MR_Coymbia_leptoloma_11655_P13_MR_E10,Corymbia_leptoloma,Corymbia_leptoloma,Sect_Naviculares
P13_MR_Coymbia_petalophylla_11581_P13_MR_A02,Corymbia_petalophylla,Corymbia_petalophylla,Sect_Naviculares
P13_MR_Coymbia_scabrida_11593_P13_MR_E03,Corymbia_scabrida,Corymbia_scabrida,Sect_Naviculares
Euc_P8_Eucalyptus_cladocalyx_ANBG,Eucalyptus_cladocalyx,Eucalyptus_cladocalyx,Sect_Sejunctae
P13_MR_Coymbia_torelliana_11619_P13_MR_E06,Corymbia_torelliana,Corymbia_torelliana,Sect_Torellianae
Euc_P6_Eucalyptus_venicosa_ANBG,Eucalyptus_vernicosa,Eucalyptus_vernicosa,Semiunicolores
Euc_P6_Eucalyptus_atata_8603434_H11,Eucalyptus_atrata,Eucalyptus_atrata,Siderophloiae
P13_MR_Eucalyptus_beaniana_11663_P13_MR_E11,Eucalyptus_beaniana,Eucalyptus_beaniana,Siderophloiae
P13_MR_Eucalyptus_cebra_11596_P13_MR_H03,Eucalyptus_crebra,Eucalyptus_crebra,Siderophloiae
P13_MR_Eucalyptus_exilipes_11606_P13_MR_H04,Eucalyptus_exilipes,Eucalyptus_exilipes,Siderophloiae
P1_MR_Eucalyptus_jensenii_10549_P1_MR_E03,Eucalyptus_jensenii,Eucalyptus_jensenii,Siderophloiae
P1_MR_Eucalyptus_melanophloia_10636_P1_MR_A08,Eucalyptus_melanophloia,Eucalyptus_melanophloia,Siderophloiae
Euc_P6_Eucalyptus_quadicostata_8603516_F12,Eucalyptus_quadricostata,Eucalyptus_quadricostata,Siderophloiae
Euc_P8_Eucalyptus_sideophloia_ANBG,Eucalyptus_siderophloia,Eucalyptus_siderophloia,Siderophloiae
P13_MR_Eucalyptus_staigeiana_11624_P13_MR_B07,Eucalyptus_staigeriana,Eucalyptus_staigeriana,Siderophloiae
P13_MR_Eucalyptus_staigeiana_11623_P13_MR_A07,Eucalyptus_staigeriana,Eucalyptus_staigeriana,Siderophloiae
P13_MR_Eucalyptus_tholifomis_11597_P13_MR_A04,Eucalyptus_tholiformis,Eucalyptus_tholiformis,Siderophloiae
P13_MR_Eucalyptus_similis_11602_P13_MR_F04,Eucalyptus_similis,Eucalyptus_similis,Similes
euc_pachycalyx_Cs305_P12MR_23,Eucalyptus_pachycalyx,Eucalyptus_pachycalyx,Squamosae
euc_stenostoma_Cs733_P12MR_11,Eucalyptus_stenostoma,Eucalyptus_stenostoma,Stenostomae
Euc_P2_Eucalyptus_canei_757_F07,Eucalyptus_carnei,Eucalyptus_carnei,Stricklandianae
P8_MR_Eucalyptus_dendomorpha_11502_P8_MR_C12,Eucalyptus_dendromorpha,Eucalyptus_dendromorpha,Strictae
Euc_P4_Eucalyptus_kybeanensis_AHT,Eucalyptus_kybeanensis,Eucalyptus_kybeanensis,Strictae
P8_MR_Eucalyptus_sticta_11504_P8_MR_E12,Eucalyptus_stricta,Eucalyptus_stricta,Strictae
P1_MR_Eucalyptus_agillacea_10572_P1_MR_A05,Eucalyptus_argillacea,Eucalyptus_argillacea,Striolatae
P1_MR_Eucalyptus_chloophylla_10600_P1_MR_D06,Eucalyptus_chlorophylla,Eucalyptus_chlorophylla,Striolatae
Euc_P8_Eucalyptus_coolabah_MC,Eucalyptus_coolabah,Eucalyptus_coolabah,Striolatae
P4_MR_Eucalyptus_coolabah_10582_P4_MR_A06,Eucalyptus_coolabah,Eucalyptus_coolabah,Striolatae
P1_MR_Eucalyptus_micotheca_10519_P1_MR_C02,Eucalyptus_microtheca,Eucalyptus_microtheca,Striolatae
Euc_P8_Eucalyptus_micotheca_MC,Eucalyptus_microtheca,Eucalyptus_microtheca,Striolatae
P1_MR_Eucalyptus_puinosa,Eucalyptus_pruinosa,Eucalyptus_pruinosa,Striolatae
P1_MR_Eucalyptus_tectifica_10509_P1_MR_F01,Eucalyptus_tectifica,Eucalyptus_tectifica,Striolatae
Euc_P2_Eucalyptus_victix_327_F05,Eucalyptus_victrix,Eucalyptus_victrix,Striolatae
Euc_P6_Eucalyptus_victix_327_F02,Eucalyptus_victrix,Eucalyptus_victrix,Striolatae
P1_MR_Eucalyptus_victix_10602_P1_MR_E06,Eucalyptus_victrix,Eucalyptus_victrix,Striolatae
P1_MR_Eucalyptus_victix_10614_P1_MR_G06,Eucalyptus_victrix,Eucalyptus_victrix,Striolatae
P1_MR_Eucalyptus_albens_10643_P1_MR_G08,Eucalyptus_albens,Eucalyptus_albens,Subbuxeales
Euc_P2_Eucalyptus_albopupurea_3_B03,Eucalyptus_albopurpurea,Eucalyptus_albopurpurea,Subbuxeales
Euc_P4_Eucalyptus_castensis_653995_D12,Eucalyptus_castrensis,Eucalyptus_castrensis,Subbuxeales
Euc_P6_Eucalyptus_moluccana_50761_C08,Eucalyptus_moluccana,Eucalyptus_moluccana,Subbuxeales
P1_MR_Eucalyptus_thozetiana_10632_P1_MR_F07,Eucalyptus_thozetiana,Eucalyptus_thozetiana,Subbuxeales
P1_MR_Eucalyptus_viidis_10638_P1_MR_C08,Eucalyptus_viridis,Eucalyptus_viridis,Subbuxeales
P4_MR_Eucalyptus_subeea_10904B_P4_MR_C04,Eucalyptus_suberea,Eucalyptus_suberea,Subereae
P3_MR_Eucalyptus_delicata_11370_P3_MR_H04,Eucalyptus_delicata,Eucalyptus_delicata,Subulatae
Euc_P2_Eucalyptus_flocktoniae,Eucalyptus_flocktoniae,Eucalyptus_flocktoniae,Subulatae
P4_MR_Eucalyptus_gillii_11477_P4_MR_B02,Eucalyptus_gillii,Eucalyptus_gillii,Subulatae
Euc_P2_Eucalyptus_kochii_657_C05,Eucalyptus_kochii,Eucalyptus_kochii,Subulatae
Euc_P6_Eucalyptus_longissima_9806510_D07,Eucalyptus_longissima,Eucalyptus_longissima,Subulatae
Euc_P2_Eucalyptus_modeata_473_C02,Eucalyptus_moderata,Eucalyptus_moderata,Subulatae
Euc_P4_Eucalyptus_modeata_274_G07,Eucalyptus_moderata,Eucalyptus_moderata,Subulatae
euc_optima_Cs708_P12MR_3,Eucalyptus_optima,Eucalyptus_optima,Subulatae
Euc_P2_Eucalyptus_socialis,Eucalyptus_socialis,Eucalyptus_socialis,Subulatae
P1_MR_Eucalyptus_socialis,Eucalyptus_socialis,Eucalyptus_socialis,Subulatae
Euc_P4_Eucalyptus_ultima_697_F03,Eucalyptus_ultima,Eucalyptus_ultima,Subulatae
P4_MR_Coymbia_cadophora,Corymbia_cadophora,Corymbia_cadophora,Terminalipterae
P3_MR_Coymbia_deserticola,Corymbia_deserticola,Corymbia_deserticola,Terminalipterae
P1_MR_Coymbia_pachycarpa_10599_P1_MR_C06,Corymbia_pachycarpa,Corymbia_pachycarpa,Terminalipterae
P1_MR_Coymbia_zygophylla_10585_P1_MR_G05,Corymbia_zygophylla,Corymbia_zygophylla,Terminalipterae
P4_MR_Coymbia_zygophylla_10581_P4_MR_H05,Corymbia_zygophylla,Corymbia_zygophylla,Terminalipterae
P1_MR_Coymbia_arafurica_10514_P1_MR_A02,Corymbia_arafurica,Corymbia_arafurica,Tessellatae
Euc_P6_Coymbia_arafurica_CANB,Corymbia_arafurica,Corymbia_arafurica,Tessellatae
P1_MR_Coymbia_bella_10518_P1_MR_B02,Corymbia_bella,Corymbia_bella,Tessellatae
P1_MR_Coymbia_bella_10562_P1_MR_D04,Corymbia_bella,Corymbia_bella,Tessellatae
P13_MR_Coymbia_papuana_Charles,Corymbia_papuana,Corymbia_papuana,Tessellatae
P13_MR_Coymbia_tessellaris_11590_P13_MR_B03,Corymbia_tessellaris,Corymbia_tessellaris,Tessellatae
P1_MR_Eucalyptus_incassata_10653_P1_MR_B09,Eucalyptus_incrassata,Eucalyptus_incrassata,Tetrapterae
euc_stoatei_Cs191_P12MR_24,Eucalyptus_stoatei,Eucalyptus_stoatei,Tetrapterae
P2_MR_Eucalyptus_concinna_11093_P2_MR_H04,Eucalyptus_concinna,Eucalyptus_concinna,Torquatae
Euc_P2_Eucalyptus_giffithsii_15_D02,Eucalyptus_griffithsii,Eucalyptus_griffithsii,Torquatae
P1_MR_Eucalyptus_giffithsii_10739_P1_MR_H09,Eucalyptus_griffithsii,Eucalyptus_griffithsii,Torquatae
P3_MR_Coymbia_trachyphloia_11385_P3_MR_B06,Corymbia_trachyphloia,Corymbia_trachyphloia,Trachyphloiae
Euc_P2_Eucalyptus_botyoides_304_A01,Eucalyptus_botryoides,Eucalyptus_botryoides,Transversae
Euc_P4_Eucalyptus_acaciifomis_214_A12,Eucalyptus_acaciiformis,Eucalyptus_acaciiformis,Viminales
Euc_P6_Eucalyptus_alligatix,Eucalyptus_alligatrix,Eucalyptus_alligatrix,Viminales
P8_MR_Eucalyptus_baeuelenii_11501_P8_MR_B12,Eucalyptus_baeuerlenii,Eucalyptus_baeuerlenii,Viminales
Euc_P4_Eucalyptus_benthamii_423_A11,Eucalyptus_benthamii,Eucalyptus_benthamii,Viminales
Euc_P6_Eucalyptus_cephalocapa_178_A02,Eucalyptus_cephalocarpa,Eucalyptus_cephalocarpa,Viminales
Euc_P6_Eucalyptus_cineea,Eucalyptus_cinerea,Eucalyptus_cinerea,Viminales
Euc_P8_Eucalyptus_coticosa_ANBG,Eucalyptus_corticosa,Eucalyptus_corticosa,Viminales
Euc_P6_Eucalyptus_dorigoensis_9707108_B07,Eucalyptus_dorrigoensis,Eucalyptus_dorrigoensis,Viminales
Euc_P4_Eucalyptus_elliptica_69616_G12,Eucalyptus_elliptica,Eucalyptus_elliptica,Viminales
Euc_P4_Eucalyptus_imlayensis_782689_E12,Eucalyptus_imlayensis,Eucalyptus_imlayensis,Viminales
Euc_P6_Eucalyptus_mannifea,Eucalyptus_mannifera,Eucalyptus_mannifera,Viminales
euc_perriniana_Cs742_P12MR_10,Eucalyptus_perriniana,Eucalyptus_perriniana,Viminales
Euc_P4_Eucalyptus_pulveulenta_684_H03,Eucalyptus_pulverulenta,Eucalyptus_pulverulenta,Viminales
P9_MR_Eucalyptus_scopaia_11550_P9_MR_G12,Eucalyptus_scoparia,Eucalyptus_scoparia,Viminales
Euc_P2_Eucalyptus_splendens,Eucalyptus_splendens,Eucalyptus_splendens,Viminales
Euc_P6_Eucalyptus_splendens,Eucalyptus_splendens,Eucalyptus_splendens,Viminales
P13_MR_Eucalyptus_acmenoides_11584_P13_MR_D02,Eucalyptus_acmenoides,Eucalyptus_acmenoides,White-mahoganies
Euc_P4_Eucalyptus_acmenoides_624_A07,Eucalyptus_acmenoides,Eucalyptus_acmenoides,White-mahoganies
Euc_P6_Eucalyptus_apothalassica_721925_F11,Eucalyptus_apothalassica,Eucalyptus_apothalassica,White-mahoganies
Euc_P4_Eucalyptus_canea_718_D02,Eucalyptus_carnea,Eucalyptus_carnea,White-mahoganies
P13_MR_Eucalyptus_mediocis_11588_P13_MR_H02,Eucalyptus_mediocris,Eucalyptus_mediocris,White-mahoganies
P13_MR_Eucalyptus_mediocis_11643_P13_MR_D09,Eucalyptus_mediocris,Eucalyptus_mediocris,White-mahoganies
P4_MR_Eucalyptus_psammitica_11493_P4_MR_G03,Eucalyptus_psammitica,Eucalyptus_psammitica,White-mahoganies
P10_MR_Aillastrum_gummiferum_11406_P10_MR_H03,Aillastrum_gummiferum,Aillastrum_gummiferum,NA
P1_MR_Angophoa_melanoxylon_10637_P1_MR_B08,Angophora_melanoxylon,Angophora_melanoxylon,Angophora
Euc_P2_Angophoa_woodsiana_LAN58_F09,Angophora_woodsiana,Angophora_woodsiana,Angophora
P9_MR_Backhousia_mytifolia_11520_P9_MR_B04,Backhousia_mytifolia,Backhousia_mytifolia,NA
Euc_P2_Coymbia_catenaria_240_E07,Corymbia_catenaria,Corymbia_catenaria,NA
P10_MR_Coymbia_chartacea_JOW,Corymbia_chartacea,Corymbia_chartacea,Isobilaterales
P1_MR_Coymbia_furruginea_10538_P1_MR_B03,Corymbia_furruginea,Corymbia_furruginea,NA
Euc_P8_Coymbia_henryi_ANBG,Corymbia_henryi,Corymbia_henryi,Maculatae
P13_MR_Coymbia_lamprophylla_11607_P13_MR_A05,Corymbia_lamprophylla,Corymbia_lamprophylla,Dorsiventrales
P13_MR_Coymbia_ligans_11610_P13_MR_D05,Corymbia_ligans,Corymbia_ligans,Dorsiventrales
P13_MR_Coymbia_ligans_11614_P13_MR_H05,Corymbia_ligans,Corymbia_ligans,Dorsiventrales
P13_MR_Coymbia_paractia_GTC,Corymbia_paractia,Corymbia_paractia,Sect_Abbreviatae
P13_MR_Coymbia_serendipita_11618_P13_MR_D06,Corymbia_serendipita,Corymbia_serendipita,Dorsiventrales
Euc_P6_Eucalyptus_alaticaulis_371_G02,Eucalyptus_alaticaulis,Eucalyptus_alaticaulis,Globulares
P1_MR_Eucalyptus_bachyandra_10560_P1_MR_C04,Eucalyptus_bachyandra,Eucalyptus_bachyandra,NA
Euc_P8_Eucalyptus_bachyandra_MC,Eucalyptus_bachyandra,Eucalyptus_bachyandra,NA
P4_MR_Eucalyptus_bachyandra_10534_P4_MR_C05,Eucalyptus_bachyandra,Eucalyptus_bachyandra,NA
Euc_P6_Eucalyptus_beyeiana_163_B02,Eucalyptus_beyeiana,Eucalyptus_beyeiana,NA
Euc_P4_Eucalyptus_bachycalyx_508_A08,Eucalyptus_brachycalyx,Eucalyptus_brachycalyx,Torquatae
Euc_P4_Eucalyptus_bunnea_619_D03,Eucalyptus_bunnea,Eucalyptus_bunnea,NA
P3_MR_Eucalyptus_cloeziana_11383_P3_MR_H05,Eucalyptus_cloeziana,Eucalyptus_cloeziana,Subgen_Idiogenes
Euc_P4_Eucalyptus_comitae_vallis_465_F04,Eucalyptus_comitae,Eucalyptus_comitae_vallis,NA
Euc_P8_Eucalyptus_eythrocorys_ANBG,Eucalyptus_erythrocorys,Eucalyptus_erythrocorys,Heteropterae
Euc_P4_Eucalyptus_famelica_AHT,Eucalyptus_famelica,Eucalyptus_famelica,NA
P4_MR_Eucalyptus_guilfoylei_10953_P4_MR_H07,Eucalyptus_guilfoylei,Eucalyptus_guilfoylei,Subgen_Cruciformes
P1_MR_Eucalyptus_lagiflorens_10639_P1_MR_D08,Eucalyptus_largiflorens,Eucalyptus_largiflorens,Buxeales
P1_MR_Eucalyptus_limitais_10587_P1_MR_H05,Eucalyptus_limitais,Eucalyptus_limitais,NA
P1_MR_Eucalyptus_micocarpa_10642_P1_MR_F08,Eucalyptus_microcarpa,Eucalyptus_microcarpa,Subbuxeales
Euc_P6_Eucalyptus_minigwalica_184_F01,Eucalyptus_minigwalica,Eucalyptus_minigwalica,NA
P3_MR_Eucalyptus_minigwalica_11451_P3_MR_B12,Eucalyptus_minigwalica,Eucalyptus_minigwalica,NA
Euc_P6_Eucalyptus_nandewairca_9707924_A01,Eucalyptus_nandewairca,Eucalyptus_nandewairca,NA
euc_nitada_Cs744_P12MR_9,Eucalyptus_nitada,Eucalyptus_nitada,NA
Euc_P6_Eucalyptus_quinnioum_9707932_F07,Eucalyptus_quinnioum,Eucalyptus_quinnioum,NA
P13_MR_Eucalyptus_ubiginosa_11662_P13_MR_D11,Eucalyptus_rubiginosa,Eucalyptus_rubiginosa,Rubiginosae
P13_MR_Eucalyptus_ubiginosa_11664_P13_MR_F11,Eucalyptus_rubiginosa,Eucalyptus_rubiginosa,Rubiginosae
P13_MR_Eucalyptus_teeticornis,Eucalyptus_tereticornis,Eucalyptus_tereticornis,Exsertae
P13_MR_Eucalyptus_tenuipes_11582_P13_MR_B02,Eucalyptus_tenuipes,Eucalyptus_tenuipes,Subgen_Cuboidea
P1_MR_Eucalyptus_tephodes_10597_P1_MR_A06,Eucalyptus_tephodes,Eucalyptus_tephodes,NA
Euc_P4_Eucalyptus_tetapleura_746_C11,Eucalyptus_tetrapleura,Eucalyptus_tetrapleura,Rhodoxyla
P10_MR_Eucalyptus__upestris_RLB,Eucalyptus_rupestris,Eucalyptus_rupestris,NA
euc_verrucata_Cs715_P12MR_2,Eucalyptus_verrucata,Eucalyptus_verrucata,Pachyphloiae
P7_MR_Melaleuca_eleuteostachya_11149_P7_MR_C06,Melaleuca_eleuteostachya,Melaleuca_eleuteostachya,NA
P6_MR_Melaleuca_leucadenda_10318_P6_MR_G07,Melaleuca_leucadenda,Melaleuca_leucadenda,NA
P13_MR_Osbonia_octodonta_11622_P13_MR_H06,Osbonia_octodonta,Osbonia_octodonta,NA
P13_MR_Syncapia_glomulifera_11646_P13_MR_F09,Syncapia_glomulifera,Syncapia_glomulifera,NA
Euc_P6_Syncapia_glomulifera_Jervis,Syncapia_glomulifera,Syncapia_glomulifera,NA
Euc_P6_Syncapia_hillii_612122_G11,Syncapia_hillii,Syncapia_hillii,NA
P10_MR_Tistaniopsis_laurina_11519_P10_MR_A04,Tistaniopsis_laurina,Tistaniopsis_laurina,NA
