thornhill_tip_label,taxon,taxon_sp
Eucalyptus_perangusta_51,Eucalyptus_perangusta,Eucalyptus_perangusta
Eucalyptus_minigwalica_184,Eucalyptus_minigwalica,Eucalyptus_minigwalica
Eucalyptus_salicola_32,Eucalyptus_salicola,Eucalyptus_salicola
Eucalyptus_wetarensis,Eucalyptus_wetarensis,Eucalyptus_wetarensis
Eucalyptus_urophylla_CANB_180346,Eucalyptus_urophylla,Eucalyptus_urophylla
Eucalyptus_leptophylla_200,Eucalyptus_leptophylla,Eucalyptus_leptophylla
Eucalyptus_olivina_44,Eucalyptus_olivina,Eucalyptus_olivina
Eucalyptus_orthostemon_446,Eucalyptus_orthostemon,Eucalyptus_orthostemon
Eucalyptus_discreta_333,Eucalyptus_discreta,Eucalyptus_discreta
Eucalyptus_plauta_35,Eucalyptus_plauta,Eucalyptus_plauta
Eucalyptus_horistes_353,Eucalyptus_horistes,Eucalyptus_horistes
Eucalyptus_rigidula_201,Eucalyptus_rigidula,Eucalyptus_rigidula
Eucalyptus_arborella_361,Eucalyptus_arborella,Eucalyptus_arborella
Eucalyptus_uncinata_subsp_uncinata_91,Eucalyptus_uncinata_uncinata,Eucalyptus_uncinata
Eucalyptus_latens_292,Eucalyptus_latens,Eucalyptus_latens
Eucalyptus_wandoo_subsp_wandoo_21,Eucalyptus_wandoo_wandoo,Eucalyptus_wandoo
Eucalyptus_albida_46,Eucalyptus_albida,Eucalyptus_albida
Eucalyptus_formanii_AHT_E26,Eucalyptus_formanii,Eucalyptus_formanii
Eucalyptus_fruticosa_30,Eucalyptus_fruticosa,Eucalyptus_fruticosa
Eucalyptus_foecunda_320,Eucalyptus_foecunda,Eucalyptus_foecunda
Eucalyptus_obesa_70,Eucalyptus_obesa,Eucalyptus_obesa
Eucalyptus_capillosa_469,Eucalyptus_capillosa,Eucalyptus_capillosa
Eucalyptus_brachyandra_MC_10534,Eucalyptus_brachyandra,Eucalyptus_brachyandra
Eucalyptus_deglupta_BG_859,Eucalyptus_deglupta,Eucalyptus_deglupta
Eucalyptus_cosmophylla_ANBG_8409259,Eucalyptus_cosmophylla,Eucalyptus_cosmophylla
Eucalyptus_paludicola_ANBG_496820,Eucalyptus_paludicola,Eucalyptus_paludicola
Eucalyptus_rudis_351,Eucalyptus_rudis,Eucalyptus_rudis
Eucalyptus_cupularis_CANB_785563,Eucalyptus_cupularis,Eucalyptus_cupularis
Eucalyptus_herbertiana_CANB_785524,Eucalyptus_herbertiana,Eucalyptus_herbertiana
Eucalyptus_apodophylla_subsp_provecta_CANB_7855329,Eucalyptus_apodophylla_provecta,Eucalyptus_apodophylla
Eucalyptus_platyphylla,Eucalyptus_platyphylla,Eucalyptus_platyphylla
Eucalyptus_houseana_MC_10570,Eucalyptus_houseana,Eucalyptus_houseana
Eucalyptus_alba,Eucalyptus_alba,Eucalyptus_alba
Eucalyptus_mooreana_CANB_750218,Eucalyptus_mooreana,Eucalyptus_mooreana
Eucalyptus_longirostrata_649,Eucalyptus_longirostrata,Eucalyptus_longirostrata
Eucalyptus_pumila_227,Eucalyptus_pumila,Eucalyptus_pumila
Eucalyptus_canaliculata_698,Eucalyptus_canaliculata,Eucalyptus_canaliculata
Eucalyptus_prava_220,Eucalyptus_prava,Eucalyptus_prava
Eucalyptus_gregoriensis_503,Eucalyptus_gregoriensis,Eucalyptus_gregoriensis
Eucalyptus_scias_subsp_scias_745,Eucalyptus_scias_scias,Eucalyptus_scias
Eucalyptus_pellita_ANBG_8413520,Eucalyptus_pellita,Eucalyptus_pellita
Eucalyptus_grandis,Eucalyptus_grandis,Eucalyptus_grandis
Eucalyptus_resinifera_subsp_resinifera_750,Eucalyptus_resinifera_resinifera,Eucalyptus_resinifera
Eucalyptus_saligna_737,Eucalyptus_saligna,Eucalyptus_saligna
Eucalyptus_grisea_690,Eucalyptus_grisea,Eucalyptus_grisea
Eucalyptus_tintinnans_CANB_557752,Eucalyptus_tintinnans,Eucalyptus_tintinnans
Eucalyptus_brassiana_CANB_598285,Eucalyptus_brassiana,Eucalyptus_brassiana
Eucalyptus_amplifolia_subsp_amplifolia_225,Eucalyptus_amplifolia_amplifolia,Eucalyptus_amplifolia
Eucalyptus_camaldulensis_subsp_camaldulensis_ANBG_8401853,Eucalyptus_camaldulensis_camaldulensis,Eucalyptus_camaldulensis
Eucalyptus_tereticornis_subsp_tereticornis_769,Eucalyptus_tereticornis_tereticornis,Eucalyptus_tereticornis
Eucalyptus_glaucina_626,Eucalyptus_glaucina,Eucalyptus_glaucina
Eucalyptus_flindersii_AHT_E6,Eucalyptus_flindersii,Eucalyptus_flindersii
Eucalyptus_nudicaulis_703,Eucalyptus_nudicaulis,Eucalyptus_nudicaulis
Eucalyptus_morrisii_206,Eucalyptus_morrisii,Eucalyptus_morrisii
Eucalyptus_dwyeri_9406593,Eucalyptus_dwyeri,Eucalyptus_dwyeri
Eucalyptus_infera_570,Eucalyptus_infera,Eucalyptus_infera
Eucalyptus_blakelyi_211,Eucalyptus_blakelyi,Eucalyptus_blakelyi
Eucalyptus_gillenii_720,Eucalyptus_gillenii,Eucalyptus_gillenii
Eucalyptus_interstans_256,Eucalyptus_interstans,Eucalyptus_interstans
Eucalyptus_aggregata_580,Eucalyptus_aggregata,Eucalyptus_aggregata
Eucalyptus_nanderwairca_9707924,Eucalyptus_nanderwairca,Eucalyptus_nanderwairca
Eucalyptus_lockyeri,Eucalyptus_lockyeri,Eucalyptus_lockyeri
Eucalyptus_vicina,Eucalyptus_vicina,Eucalyptus_vicina
Eucalyptus_dealbata_212,Eucalyptus_dealbata,Eucalyptus_dealbata
Eucalyptus_hallii,Eucalyptus_hallii,Eucalyptus_hallii
Eucalyptus_major_602,Eucalyptus_major,Eucalyptus_major
Eucalyptus_subcrenulata_9702884,Eucalyptus_subcrenulata,Eucalyptus_subcrenulata
Eucalyptus_seeana_630,Eucalyptus_seeana,Eucalyptus_seeana
Eucalyptus_disclusa_232,Eucalyptus_disclusa,Eucalyptus_disclusa
Eucalyptus_leucophloia_subsp_euroa_500,Eucalyptus_leucophloia_euroa,Eucalyptus_leucophloia
Eucalyptus_michaeliana_258,Eucalyptus_michaeliana,Eucalyptus_michaeliana
Eucalyptus_parramattensis_subsp_parramattensis_161,Eucalyptus_parramattensis_parramattensis,Eucalyptus_parramattensis
Eucalyptus_brunnea_619,Eucalyptus_brunnea,Eucalyptus_brunnea
Eucalyptus_propinqua_696,Eucalyptus_propinqua,Eucalyptus_propinqua
Eucalyptus_neglecta_72027,Eucalyptus_neglecta,Eucalyptus_neglecta
Eucalyptus_botryoides_304,Eucalyptus_botryoides,Eucalyptus_botryoides
Eucalyptus_morrisbyi_618,Eucalyptus_morrisbyi,Eucalyptus_morrisbyi
Eucalyptus_quadrangulata_234,Eucalyptus_quadrangulata,Eucalyptus_quadrangulata
Eucalyptus_deanei_623,Eucalyptus_deanei,Eucalyptus_deanei
Eucalyptus_crenulata_307,Eucalyptus_crenulata,Eucalyptus_crenulata
Eucalyptus_camphora_subsp_camphora_621,Eucalyptus_camphora_camphora,Eucalyptus_camphora
Eucalyptus_angophoroides_158,Eucalyptus_angophoroides,Eucalyptus_angophoroides
Eucalyptus_bridgesiana_257,Eucalyptus_bridgesiana,Eucalyptus_bridgesiana
Eucalyptus_malacoxylon_576,Eucalyptus_malacoxylon,Eucalyptus_malacoxylon
Eucalyptus_barberi_600,Eucalyptus_barberi,Eucalyptus_barberi
Eucalyptus_globulus_subsp_globulus_ANBG_85001816,Eucalyptus_globulus_globulus,Eucalyptus_globulus
Eucalyptus_cordata_ANBG_8804430,Eucalyptus_cordata,Eucalyptus_cordata
Eucalyptus_rubida_subsp_rubida_ANBG_732895,Eucalyptus_rubida_rubida,Eucalyptus_rubida
Eucalyptus_dunnii_691,Eucalyptus_dunnii,Eucalyptus_dunnii
Eucalyptus_retinens_259,Eucalyptus_retinens,Eucalyptus_retinens
Eucalyptus_cadens_285,Eucalyptus_cadens,Eucalyptus_cadens
Eucalyptus_smithii_217,Eucalyptus_smithii,Eucalyptus_smithii
Eucalyptus_yarraensis_8005851,Eucalyptus_yarraensis,Eucalyptus_yarraensis
Eucalyptus_nova_anglica_244,Eucalyptus_nova_anglica,Eucalyptus_nova
Eucalyptus_kartzoffiana_152,Eucalyptus_kartzoffiana,Eucalyptus_kartzoffiana
Eucalyptus_strzeleckii_subsp_strzeleckii_162,Eucalyptus_strzeleckii_strzeleckii,Eucalyptus_strzeleckii
Eucalyptus_acaciiformis_214,Eucalyptus_acaciiformis,Eucalyptus_acaciiformis
Eucalyptus_aromaphloia_subsp_aromaphloia_CANB_564611,Eucalyptus_aromaphloia_aromaphloia,Eucalyptus_aromaphloia
Eucalyptus_conspicua_113,Eucalyptus_conspicua,Eucalyptus_conspicua
Eucalyptus_ovata_var_ovata_ANBG_475702,Eucalyptus_ovata_var_ovata,Eucalyptus_ovata
Eucalyptus_ignorabilis_379,Eucalyptus_ignorabilis,Eucalyptus_ignorabilis
Eucalyptus_mannifera_subsp_mannifera_610,Eucalyptus_mannifera_mannifera,Eucalyptus_mannifera
Eucalyptus_macarthurii_ANBG_no_sn,Eucalyptus_macarthurii,Eucalyptus_macarthurii
Eucalyptus_rodwayi_62705,Eucalyptus_rodwayi,Eucalyptus_rodwayi
Eucalyptus_wilcoxii_168,Eucalyptus_wilcoxii,Eucalyptus_wilcoxii
Eucalyptus_alligatrix_subsp_alligatrix_167,Eucalyptus_alligatrix_alligatrix,Eucalyptus_alligatrix
Eucalyptus_nitens_ANBG_651034,Eucalyptus_nitens,Eucalyptus_nitens
Eucalyptus_vernicosa_ANBG_no_sn,Eucalyptus_vernicosa,Eucalyptus_vernicosa
Eucalyptus_saxatilis_7906246,Eucalyptus_saxatilis,Eucalyptus_saxatilis
Eucalyptus_canobolensis_497,Eucalyptus_canobolensis,Eucalyptus_canobolensis
Eucalyptus_corticosa_ANBG_54339,Eucalyptus_corticosa,Eucalyptus_corticosa
Eucalyptus_perriniana_742,Eucalyptus_perriniana,Eucalyptus_perriniana
Eucalyptus_recurva_ANBG,Eucalyptus_recurva,Eucalyptus_recurva
Eucalyptus_denticulata_378,Eucalyptus_denticulata,Eucalyptus_denticulata
Eucalyptus_glaucescens_218,Eucalyptus_glaucescens,Eucalyptus_glaucescens
Eucalyptus_fulgens_9707943,Eucalyptus_fulgens,Eucalyptus_fulgens
Eucalyptus_cinerea_subsp_triplex_8703938,Eucalyptus_cinerea_triplex,Eucalyptus_cinerea
Eucalyptus_baeuerlenii_7810671,Eucalyptus_baeuerlenii,Eucalyptus_baeuerlenii
Eucalyptus_microneura_8603418,Eucalyptus_microneura,Eucalyptus_microneura
Eucalyptus_pulverulenta_684,Eucalyptus_pulverulenta,Eucalyptus_pulverulenta
Eucalyptus_brookeriana_subsp_brookeriana_617,Eucalyptus_brookeriana_brookeriana,Eucalyptus_brookeriana
Eucalyptus_quinniorum_9707932,Eucalyptus_quinniorum,Eucalyptus_quinniorum
Eucalyptus_parvula_164,Eucalyptus_parvula,Eucalyptus_parvula
Eucalyptus_cephalocarpa_178,Eucalyptus_cephalocarpa,Eucalyptus_cephalocarpa
Eucalyptus_splendens_subsp_splendens_303,Eucalyptus_splendens_splendens,Eucalyptus_splendens
Eucalyptus_goniocalyx_subsp_goniocalyx_669,Eucalyptus_goniocalyx_goniocalyx,Eucalyptus_goniocalyx
Eucalyptus_nortonii_664,Eucalyptus_nortonii,Eucalyptus_nortonii
Eucalyptus_viminalis_subsp_viminalis_615,Eucalyptus_viminalis_viminalis,Eucalyptus_viminalis
Eucalyptus_imlayensis_ANBG_782689,Eucalyptus_imlayensis,Eucalyptus_imlayensis
Eucalyptus_elaeophloia_372,Eucalyptus_elaeophloia,Eucalyptus_elaeophloia
Eucalyptus_kitsoniana_110,Eucalyptus_kitsoniana,Eucalyptus_kitsoniana
Eucalyptus_dalrympleana_subsp_dalrympleana_ANBG_7804378,Eucalyptus_dalrympleana_dalrympleana,Eucalyptus_dalrympleana
Eucalyptus_gunnii_ANBG_656505,Eucalyptus_gunnii,Eucalyptus_gunnii
Eucalyptus_badjensis_166,Eucalyptus_badjensis,Eucalyptus_badjensis
Eucalyptus_benthamii_423,Eucalyptus_benthamii,Eucalyptus_benthamii
Eucalyptus_alaticaulis_371,Eucalyptus_alaticaulis,Eucalyptus_alaticaulis
Eucalyptus_sturgissiana_376,Eucalyptus_sturgissiana,Eucalyptus_sturgissiana
Eucalyptus_cypellocarpa_665,Eucalyptus_cypellocarpa,Eucalyptus_cypellocarpa
Eucalyptus_longifolia,Eucalyptus_longifolia,Eucalyptus_longifolia
Eucalyptus_scoparia_ANBG_501278,Eucalyptus_scoparia,Eucalyptus_scoparia
Eucalyptus_elliptica_69616,Eucalyptus_elliptica,Eucalyptus_elliptica
Eucalyptus_nicholii_209,Eucalyptus_nicholii,Eucalyptus_nicholii
Eucalyptus_nobilis_246,Eucalyptus_nobilis,Eucalyptus_nobilis
Eucalyptus_lucasii_MC_11098,Eucalyptus_lucasii,Eucalyptus_lucasii
Eucalyptus_beardiana_CANB_632554,Eucalyptus_beardiana,Eucalyptus_beardiana
Eucalyptus_rummeryi_735,Eucalyptus_rummeryi,Eucalyptus_rummeryi
Eucalyptus_fergusonii_subsp_fergusonii_740,Eucalyptus_fergusonii_fergusonii,Eucalyptus_fergusonii
Eucalyptus_albopurpurea_3,Eucalyptus_albopurpurea,Eucalyptus_albopurpurea
Eucalyptus_xerothermica_183,Eucalyptus_xerothermica,Eucalyptus_xerothermica
Eucalyptus_tephrodes_385,Eucalyptus_tephrodes,Eucalyptus_tephrodes
Eucalyptus_victrix_327,Eucalyptus_victrix,Eucalyptus_victrix
Eucalyptus_argillacea_CANB_785537,Eucalyptus_argillacea,Eucalyptus_argillacea
Eucalyptus_pilbarensis_MC_11120,Eucalyptus_pilbarensis,Eucalyptus_pilbarensis
Eucalyptus_sparsa_AHT_E24,Eucalyptus_sparsa,Eucalyptus_sparsa
Eucalyptus_tetrapleura_746,Eucalyptus_tetrapleura,Eucalyptus_tetrapleura
Eucalyptus_fibrosa_subsp_fibrosa_631932,Eucalyptus_fibrosa_fibrosa,Eucalyptus_fibrosa
Eucalyptus_scopulorum_670,Eucalyptus_scopulorum,Eucalyptus_scopulorum
Eucalyptus_caleyi_subsp_caleyi_651,Eucalyptus_caleyi_caleyi,Eucalyptus_caleyi
Eucalyptus_crebra_ANBG_732903,Eucalyptus_crebra,Eucalyptus_crebra
Eucalyptus_decolor_486,Eucalyptus_decolor,Eucalyptus_decolor
Eucalyptus_dura_775,Eucalyptus_dura,Eucalyptus_dura
Eucalyptus_rhombica_596,Eucalyptus_rhombica,Eucalyptus_rhombica
Eucalyptus_panda_228,Eucalyptus_panda,Eucalyptus_panda
Eucalyptus_decorticans_73445,Eucalyptus_decorticans,Eucalyptus_decorticans
Eucalyptus_melanoleuca_605,Eucalyptus_melanoleuca,Eucalyptus_melanoleuca
Eucalyptus_acroleuca_CANB_593424,Eucalyptus_acroleuca,Eucalyptus_acroleuca
Eucalyptus_coolabah_MC_10582,Eucalyptus_coolabah,Eucalyptus_coolabah
Eucalyptus_limitaris_CANB_785552,Eucalyptus_limitaris,Eucalyptus_limitaris
Eucalyptus_chlorophylla_CANB_785565,Eucalyptus_chlorophylla,Eucalyptus_chlorophylla
Eucalyptus_tectifica_CANB_785474,Eucalyptus_tectifica,Eucalyptus_tectifica
Eucalyptus_raveretiana_685,Eucalyptus_raveretiana,Eucalyptus_raveretiana
Eucalyptus_polyanthemos_subsp_polyanthemos_659,Eucalyptus_polyanthemos_polyanthemos,Eucalyptus_polyanthemos
Eucalyptus_fasciculosa_289,Eucalyptus_fasciculosa,Eucalyptus_fasciculosa
Eucalyptus_lucens_526,Eucalyptus_lucens,Eucalyptus_lucens
Eucalyptus_farinosa_CANB_738929,Eucalyptus_farinosa,Eucalyptus_farinosa
Eucalyptus_patellaris_CANB_558538,Eucalyptus_patellaris,Eucalyptus_patellaris
Eucalyptus_intertexta_204,Eucalyptus_intertexta,Eucalyptus_intertexta
Eucalyptus_beaniana_CANB_842071,Eucalyptus_beaniana,Eucalyptus_beaniana
Eucalyptus_granitica_Mt_Annan_831413,Eucalyptus_granitica,Eucalyptus_granitica
Eucalyptus_magnificata_672,Eucalyptus_magnificata,Eucalyptus_magnificata
Eucalyptus_ophitica_607,Eucalyptus_ophitica,Eucalyptus_ophitica
Eucalyptus_thozetiana_MC_10632,Eucalyptus_thozetiana,Eucalyptus_thozetiana
Eucalyptus_ochrophloia_CANB_785600,Eucalyptus_ochrophloia,Eucalyptus_ochrophloia
Eucalyptus_sideroxylon_750609,Eucalyptus_sideroxylon,Eucalyptus_sideroxylon
Eucalyptus_placita_AHT_E25,Eucalyptus_placita,Eucalyptus_placita
Eucalyptus_castrensis_ANBG_653995,Eucalyptus_castrensis,Eucalyptus_castrensis
Eucalyptus_distans_CANB_409167,Eucalyptus_distans,Eucalyptus_distans
Eucalyptus_sicilifolia_8603421,Eucalyptus_sicilifolia,Eucalyptus_sicilifolia
Eucalyptus_dawsonii_762,Eucalyptus_dawsonii,Eucalyptus_dawsonii
Eucalyptus_conica_AHT_E9,Eucalyptus_conica,Eucalyptus_conica
Eucalyptus_orgadophila_AHT_E10,Eucalyptus_orgadophila,Eucalyptus_orgadophila
Eucalyptus_tholiformis_AHT_E13,Eucalyptus_tholiformis,Eucalyptus_tholiformis
Eucalyptus_rudderi_614,Eucalyptus_rudderi,Eucalyptus_rudderi
Eucalyptus_viridis_767,Eucalyptus_viridis,Eucalyptus_viridis
Eucalyptus_populnea_MC_10633,Eucalyptus_populnea,Eucalyptus_populnea
Eucalyptus_pruinosa_subsp_pruinosa_Mt_Annan_841760,Eucalyptus_pruinosa_pruinosa,Eucalyptus_pruinosa
Eucalyptus_howittiana_496,Eucalyptus_howittiana,Eucalyptus_howittiana
Eucalyptus_exilipes_CANB_582959,Eucalyptus_exilipes,Eucalyptus_exilipes
Eucalyptus_argophloia_773,Eucalyptus_argophloia,Eucalyptus_argophloia
Eucalyptus_beyeriana_163,Eucalyptus_beyeriana,Eucalyptus_beyeriana
Eucalyptus_fusiformis_8604718,Eucalyptus_fusiformis,Eucalyptus_fusiformis
Eucalyptus_largiflorens_CANB_785604,Eucalyptus_largiflorens,Eucalyptus_largiflorens
Eucalyptus_moluccana_50761,Eucalyptus_moluccana,Eucalyptus_moluccana
Eucalyptus_microtheca_MC_10519,Eucalyptus_microtheca,Eucalyptus_microtheca
Eucalyptus_confluens_CANB_785543,Eucalyptus_confluens,Eucalyptus_confluens
Eucalyptus_brevifolia_CANB_785488,Eucalyptus_brevifolia,Eucalyptus_brevifolia
Eucalyptus_leptophleba_CANB_597951,Eucalyptus_leptophleba,Eucalyptus_leptophleba
Eucalyptus_persistens_subsp_tardecidens_AHT_E2,Eucalyptus_persistens_tardecidens,Eucalyptus_persistens
Eucalyptus_oligantha_MC_10571,Eucalyptus_oligantha,Eucalyptus_oligantha
Eucalyptus_koolpinensis_CANB_454611,Eucalyptus_koolpinensis,Eucalyptus_koolpinensis
Eucalyptus_obconica_CANB_644802,Eucalyptus_obconica,Eucalyptus_obconica
Eucalyptus_virens_598,Eucalyptus_virens,Eucalyptus_virens
Eucalyptus_atrata_8603434,Eucalyptus_atrata,Eucalyptus_atrata
Eucalyptus_quadricostata_8603516,Eucalyptus_quadricostata,Eucalyptus_quadricostata
Eucalyptus_ancophila_Mt_Annan_841467,Eucalyptus_ancophila,Eucalyptus_ancophila
Eucalyptus_melanophloia_subsp_melanophloia_207,Eucalyptus_melanophloia_melanophloia,Eucalyptus_melanophloia
Eucalyptus_paedoglauca_625,Eucalyptus_paedoglauca,Eucalyptus_paedoglauca
Eucalyptus_albens_661,Eucalyptus_albens,Eucalyptus_albens
Eucalyptus_pilligaensis_768,Eucalyptus_pilligaensis,Eucalyptus_pilligaensis
Eucalyptus_normantonensis_340,Eucalyptus_normantonensis,Eucalyptus_normantonensis
Eucalyptus_polybractea_760,Eucalyptus_polybractea,Eucalyptus_polybractea
Eucalyptus_microcarpa_475,Eucalyptus_microcarpa,Eucalyptus_microcarpa
Eucalyptus_froggattii_479,Eucalyptus_froggattii,Eucalyptus_froggattii
Eucalyptus_cladocalyx_ANBG_652722,Eucalyptus_cladocalyx,Eucalyptus_cladocalyx
Eucalyptus_bosistoana_671,Eucalyptus_bosistoana,Eucalyptus_bosistoana
Eucalyptus_leucoxylon_subsp_leucoxylon_716,Eucalyptus_leucoxylon_leucoxylon,Eucalyptus_leucoxylon
Eucalyptus_tricarpa_8701791,Eucalyptus_tricarpa,Eucalyptus_tricarpa
Eucalyptus_melliodora_ANBG_662272,Eucalyptus_melliodora,Eucalyptus_melliodora
Eucalyptus_largeana_CANB_470581,Eucalyptus_largeana,Eucalyptus_largeana
Eucalyptus_siderophloia_ANBG_7906137,Eucalyptus_siderophloia,Eucalyptus_siderophloia
Eucalyptus_paniculata_749,Eucalyptus_paniculata,Eucalyptus_paniculata
Eucalyptus_petiolaris_ANBG_8317297,Eucalyptus_petiolaris,Eucalyptus_petiolaris
Eucalyptus_baueriana_160,Eucalyptus_baueriana,Eucalyptus_baueriana
Eucalyptus_porosa_MC_10664,Eucalyptus_porosa,Eucalyptus_porosa
Eucalyptus_behriana_646,Eucalyptus_behriana,Eucalyptus_behriana
Eucalyptus_lansdowneana_652,Eucalyptus_lansdowneana,Eucalyptus_lansdowneana
Eucalyptus_concinna_457,Eucalyptus_concinna,Eucalyptus_concinna
Eucalyptus_percostata_281,Eucalyptus_percostata,Eucalyptus_percostata
Eucalyptus_petraea_63,Eucalyptus_petraea,Eucalyptus_petraea
Eucalyptus_cuprea_437,Eucalyptus_cuprea,Eucalyptus_cuprea
Eucalyptus_absita_354,Eucalyptus_absita,Eucalyptus_absita
Eucalyptus_ceratocorys_519,Eucalyptus_ceratocorys,Eucalyptus_ceratocorys
Eucalyptus_oraria_28,Eucalyptus_oraria,Eucalyptus_oraria
Eucalyptus_celastroides_subsp_celastroides_196,Eucalyptus_celastroides_celastroides,Eucalyptus_celastroides
Eucalyptus_prolixa_CANB_536396,Eucalyptus_prolixa,Eucalyptus_prolixa
Eucalyptus_calycogona_subsp_calycogona_362,Eucalyptus_calycogona_calycogona,Eucalyptus_calycogona
Eucalyptus_yilgarnensis_AHT_E14,Eucalyptus_yilgarnensis,Eucalyptus_yilgarnensis
Eucalyptus_gracilis_202,Eucalyptus_gracilis,Eucalyptus_gracilis
Eucalyptus_quadrans_384,Eucalyptus_quadrans,Eucalyptus_quadrans
Eucalyptus_halophila_CANB_794338,Eucalyptus_halophila,Eucalyptus_halophila
Eucalyptus_exigua_55,Eucalyptus_exigua,Eucalyptus_exigua
Eucalyptus_leptocalyx_subsp_leptocalyx_73,Eucalyptus_leptocalyx_leptocalyx,Eucalyptus_leptocalyx
Eucalyptus_scyphocalyx_AHT_E7,Eucalyptus_scyphocalyx,Eucalyptus_scyphocalyx
Eucalyptus_websteriana_subsp_websteriana_AHT_E3,Eucalyptus_websteriana_websteriana,Eucalyptus_websteriana
Eucalyptus_tetraptera_AHT_E1,Eucalyptus_tetraptera,Eucalyptus_tetraptera
Eucalyptus_cylindrocarpa_AHT_E8,Eucalyptus_cylindrocarpa,Eucalyptus_cylindrocarpa
Eucalyptus_pimpiniana_462,Eucalyptus_pimpiniana,Eucalyptus_pimpiniana
Eucalyptus_rugosa_61,Eucalyptus_rugosa,Eucalyptus_rugosa
Eucalyptus_litorea_341,Eucalyptus_litorea,Eucalyptus_litorea
Eucalyptus_subangusta_subsp_subangusta_24,Eucalyptus_subangusta_subangusta,Eucalyptus_subangusta
Eucalyptus_aequioperta_23,Eucalyptus_aequioperta,Eucalyptus_aequioperta
Eucalyptus_woodwardii_MC_10742,Eucalyptus_woodwardii,Eucalyptus_woodwardii
Eucalyptus_dundasii_528,Eucalyptus_dundasii,Eucalyptus_dundasii
Eucalyptus_rigens_76,Eucalyptus_rigens,Eucalyptus_rigens
Eucalyptus_lesouefii_38,Eucalyptus_lesouefii,Eucalyptus_lesouefii
Eucalyptus_forrestiana_MC_11265,Eucalyptus_forrestiana,Eucalyptus_forrestiana
Eucalyptus_captiosa_CANB_799340,Eucalyptus_captiosa,Eucalyptus_captiosa
Eucalyptus_stoatei_191,Eucalyptus_stoatei,Eucalyptus_stoatei
Eucalyptus_incrassata_283,Eucalyptus_incrassata,Eucalyptus_incrassata
Eucalyptus_singularis_AHT_E15,Eucalyptus_singularis,Eucalyptus_singularis
Eucalyptus_retusa_726,Eucalyptus_retusa,Eucalyptus_retusa
Eucalyptus_dolichorhyncha_192,Eucalyptus_dolichorhyncha,Eucalyptus_dolichorhyncha
Eucalyptus_angulosa_383,Eucalyptus_angulosa,Eucalyptus_angulosa
Eucalyptus_griffithsii_15,Eucalyptus_griffithsii,Eucalyptus_griffithsii
Eucalyptus_melanoxylon_586,Eucalyptus_melanoxylon,Eucalyptus_melanoxylon
Eucalyptus_transcontinentalis_188,Eucalyptus_transcontinentalis,Eucalyptus_transcontinentalis
Eucalyptus_famelica_AHT_E23,Eucalyptus_famelica,Eucalyptus_famelica
Eucalyptus_deflexa_364,Eucalyptus_deflexa,Eucalyptus_deflexa
Eucalyptus_calcareana_455,Eucalyptus_calcareana,Eucalyptus_calcareana
Eucalyptus_platycorys_subsp_platycorys_54,Eucalyptus_platycorys_platycorys,Eucalyptus_platycorys
Eucalyptus_brevipes_CANB_692658,Eucalyptus_brevipes,Eucalyptus_brevipes
Eucalyptus_surgens_190,Eucalyptus_surgens,Eucalyptus_surgens
Eucalyptus_ovularis_355,Eucalyptus_ovularis,Eucalyptus_ovularis
Eucalyptus_merrickiae_CANB_794336,Eucalyptus_merrickiae,Eucalyptus_merrickiae
Eucalyptus_cretata_271,Eucalyptus_cretata,Eucalyptus_cretata
Eucalyptus_canescens_subsp_canescens_181,Eucalyptus_canescens_canescens,Eucalyptus_canescens
Eucalyptus_phenax_subsp_phenax_375,Eucalyptus_phenax_phenax,Eucalyptus_phenax
Eucalyptus_cyanophylla_338,Eucalyptus_cyanophylla,Eucalyptus_cyanophylla
Eucalyptus_dumosa_329,Eucalyptus_dumosa,Eucalyptus_dumosa
Eucalyptus_fraseri_subsp_fraseri_36,Eucalyptus_fraseri_fraseri,Eucalyptus_fraseri
Eucalyptus_argutifolia_AHT_E17,Eucalyptus_argutifolia,Eucalyptus_argutifolia
Eucalyptus_brachycalyx_508,Eucalyptus_brachycalyx,Eucalyptus_brachycalyx
Eucalyptus_pterocarpa_8,Eucalyptus_pterocarpa,Eucalyptus_pterocarpa
Eucalyptus_conglobata_subsp_conglobata_5,Eucalyptus_conglobata_conglobata,Eucalyptus_conglobata
Eucalyptus_valens_478,Eucalyptus_valens,Eucalyptus_valens
Eucalyptus_gypsophila_543,Eucalyptus_gypsophila,Eucalyptus_gypsophila
Eucalyptus_nerthicola_34,Eucalyptus_nerthicola,Eucalyptus_nerthicola
Eucalyptus_assimilans_269,Eucalyptus_assimilans,Eucalyptus_assimilans
Eucalyptus_distuberosa_subsp_aerata_10,Eucalyptus_distuberosa_aerata,Eucalyptus_distuberosa
Eucalyptus_frenchiana_11,Eucalyptus_frenchiana,Eucalyptus_frenchiana
Eucalyptus_spreta_40,Eucalyptus_spreta,Eucalyptus_spreta
Eucalyptus_pileata_17,Eucalyptus_pileata,Eucalyptus_pileata
Eucalyptus_clelandii_581,Eucalyptus_clelandii,Eucalyptus_clelandii
Eucalyptus_torquata_MC_10738,Eucalyptus_torquata,Eucalyptus_torquata
Eucalyptus_vittata_43,Eucalyptus_vittata,Eucalyptus_vittata
Eucalyptus_tenuis_584,Eucalyptus_tenuis,Eucalyptus_tenuis
Eucalyptus_myriadena_591,Eucalyptus_myriadena,Eucalyptus_myriadena
