taxon,taxon_sp,taxon_sp_new,genus,subgenus,section,series,subseries,species,subspecies
Eucalyptus_cadens,Eucalyptus_cadens,Eucalyptus_cadens,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,cadens,
Eucalyptus_camphora_camphora,Eucalyptus_camphora,Eucalyptus_camphora,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,camphora,camphora
Eucalyptus_camphora_humeana,Eucalyptus_camphora,Eucalyptus_camphora,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,camphora,humeana
Eucalyptus_ovata_grandiflora,Eucalyptus_ovata,Eucalyptus_ovata,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,ovata,grandiflora
Eucalyptus_ovata_ovata,Eucalyptus_ovata,Eucalyptus_ovata,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,ovata,ovata
Eucalyptus_rodwayi,Eucalyptus_rodwayi,Eucalyptus_rodwayi,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,rodwayi,
Eucalyptus_strzeleckii,Eucalyptus_strzeleckii,Eucalyptus_strzeleckii,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,strzeleckii,
Eucalyptus_yarraensis,Eucalyptus_yarraensis,Eucalyptus_yarraensis,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,yarraensis,
Eucalyptus_alaticaulis,Eucalyptus_alaticaulis,Eucalyptus_alaticaulis,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,alaticaulis,
Eucalyptus_banksii,Eucalyptus_banksii,Eucalyptus_banksii,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,banksii,
Eucalyptus_bicostata,Eucalyptus_bicostata,Eucalyptus_bicostata,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,
Eucalyptus_carolaniae,Eucalyptus_carolaniae,Eucalyptus_carolaniae,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,carolaniae,
Eucalyptus_carolaniae,Eucalyptus_carolaniae,Eucalyptus_carolaniae,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,carolaniae,
Eucalyptus_cypellocarpa,Eucalyptus_cypellocarpa,Eucalyptus_cypellocarpa,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,cypellocarpa,
Eucalyptus_globulus,Eucalyptus_globulus,Eucalyptus_globulus,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,globulus,
Eucalyptus_goniocalyx_exposa,Eucalyptus_goniocalyx,Eucalyptus_goniocalyx,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,goniocalyx,exposa
Eucalyptus_goniocalyx_goniocalyx,Eucalyptus_goniocalyx,Eucalyptus_goniocalyx,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,goniocalyx,goniocalyx
Eucalyptus_goniocalyx_viridissima,Eucalyptus_goniocalyx,Eucalyptus_goniocalyx,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,goniocalyx,viridissima
Eucalyptus_goniocalyxsubsp.fallax,Eucalyptus_goniocalyxsubsp.fallax,Eucalyptus_goniocalyxsubsp.fallax,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,goniocalyxsubsp.fallax,
Eucalyptus_goniocalyxsubsp.laxa,Eucalyptus_goniocalyxsubsp.laxa,Eucalyptus_goniocalyxsubsp.laxa,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,goniocalyxsubsp.laxa,
Eucalyptus_litoralis,Eucalyptus_litoralis,Eucalyptus_litoralis,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,litoralis,
Eucalyptus_maidenii,Eucalyptus_maidenii,Eucalyptus_maidenii,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,maidenii,
Eucalyptus_maideniisubsp.×williamsonii,Eucalyptus_maideniisubsp.×williamsonii,Eucalyptus_maideniisubsp.×williamsonii,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Inter-subserieshybrid,maideniisubsp.×williamsonii,
Eucalyptus_nortonii,Eucalyptus_nortonii,Eucalyptus_nortonii,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,nortonii,
Eucalyptus_pseudoglobulus,Eucalyptus_pseudoglobulus,Eucalyptus_pseudoglobulus,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,pseudoglobulus,
Eucalyptus_sp.Warrumbungles,Eucalyptus_sp.Warrumbungles,Eucalyptus_sp.Warrumbungles,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,sp.Warrumbungles,
Eucalyptus_sp.Warrumbungles(Brooker5205),Eucalyptus_sp.Warrumbungles(Brooker5205),Eucalyptus_sp.Warrumbungles(Brooker5205),Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,sp.Warrumbungles(Brooker5205),
Eucalyptus_volcanica,Eucalyptus_volcanica,Eucalyptus_volcanica,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Clivosae,volcanica,
Eucalyptus_viminalis_hentyensis,Eucalyptus_viminalis_hentyensis,Eucalyptus_viminalis_hentyensis,Eucalyptus,Symphyomyrtus,Maidenaria,Inter-serieshybrid,,viminalis_hentyensis,
Eucalyptus_neglecta,Eucalyptus_neglecta,Eucalyptus_neglecta,Eucalyptus,Symphyomyrtus,Maidenaria,Neglectae,,neglecta,
Eucalyptus_quadrangulata,Eucalyptus_quadrangulata,Eucalyptus_quadrangulata,Eucalyptus,Symphyomyrtus,Maidenaria,Quadrangulatae,,quadrangulata,
Eucalyptus_recurva,Eucalyptus_recurva,Eucalyptus_recurva,Eucalyptus,Symphyomyrtus,Maidenaria,Recurvae,,recurva,
Eucalyptus_denticulata,Eucalyptus_denticulata,Eucalyptus_denticulata,Eucalyptus,Symphyomyrtus,Maidenaria,Remanentes,,denticulata,
Eucalyptus_nitens,Eucalyptus_nitens,Eucalyptus_nitens,Eucalyptus,Symphyomyrtus,Maidenaria,Remanentes,,nitens,
Eucalyptus_johnstonii,Eucalyptus_johnstonii,Eucalyptus_johnstonii,Eucalyptus,Symphyomyrtus,Maidenaria,Semiunicolores,,johnstonii,
Eucalyptus_subcrenulata,Eucalyptus_subcrenulata,Eucalyptus_subcrenulata,Eucalyptus,Symphyomyrtus,Maidenaria,Semiunicolores,,subcrenulata,
Eucalyptus_vernicosa,Eucalyptus_vernicosa,Eucalyptus_vernicosa,Eucalyptus,Symphyomyrtus,Maidenaria,Semiunicolores,,vernicosa,
Eucalyptus_sturgissiana,Eucalyptus_sturgissiana,Eucalyptus_sturgissiana,Eucalyptus,Symphyomyrtus,Maidenaria,Sturgissianae,,sturgissiana,
Eucalyptus_archeri,Eucalyptus_archeri,Eucalyptus_archeri,Eucalyptus,Symphyomyrtus,Maidenaria,Tasmaniae,,archeri,
Eucalyptus_cordata_cordata,Eucalyptus_cordata,Eucalyptus_cordata,Eucalyptus,Symphyomyrtus,Maidenaria,Tasmaniae,,cordata,cordata
Eucalyptus_cordata_quadrangulosa,Eucalyptus_cordata,Eucalyptus_cordata,Eucalyptus,Symphyomyrtus,Maidenaria,Tasmaniae,,cordata,quadrangulosa
Eucalyptus_gunnii_divaricata,Eucalyptus_gunnii,Eucalyptus_gunnii,Eucalyptus,Symphyomyrtus,Maidenaria,Tasmaniae,,gunnii,divaricata
Eucalyptus_gunnii_gunnii,Eucalyptus_gunnii,Eucalyptus_gunnii,Eucalyptus,Symphyomyrtus,Maidenaria,Tasmaniae,,gunnii,gunnii
Eucalyptus_morrisbyi,Eucalyptus_morrisbyi,Eucalyptus_morrisbyi,Eucalyptus,Symphyomyrtus,Maidenaria,Tasmaniae,,morrisbyi,
Eucalyptus_urnigera,Eucalyptus_urnigera,Eucalyptus_urnigera,Eucalyptus,Symphyomyrtus,Maidenaria,Tasmaniae,,urnigera,
Eucalyptus_acaciiformis,Eucalyptus_acaciiformis,Eucalyptus_acaciiformis,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,acaciiformis,
Eucalyptus_alligatrix_alligatrix,Eucalyptus_alligatrix,Eucalyptus_alligatrix,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,alligatrix,alligatrix
Eucalyptus_alligatrix_miscella,Eucalyptus_alligatrix,Eucalyptus_alligatrix,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,alligatrix,miscella
Eucalyptus_arcana,Eucalyptus_arcana,Eucalyptus_arcana,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,arcana,
Eucalyptus_aromaphloia,Eucalyptus_aromaphloia,Eucalyptus_aromaphloia,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,aromaphloia,
Eucalyptus_badjensis,Eucalyptus_badjensis,Eucalyptus_badjensis,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,badjensis,
Eucalyptus_baeuerlenii,Eucalyptus_baeuerlenii,Eucalyptus_baeuerlenii,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,baeuerlenii,
Eucalyptus_benthamii,Eucalyptus_benthamii,Eucalyptus_benthamii,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,benthamii,
Eucalyptus_canobolensis,Eucalyptus_canobolensis,Eucalyptus_canobolensis,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,canobolensis,
Eucalyptus_cephalocarpa,Eucalyptus_cephalocarpa,Eucalyptus_cephalocarpa,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,cephalocarpa,
Eucalyptus_chapmaniana,Eucalyptus_chapmaniana,Eucalyptus_chapmaniana,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,chapmaniana,
Eucalyptus_cinerea_cinerea,Eucalyptus_cinerea,Eucalyptus_cinerea,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,cinerea,cinerea
Eucalyptus_cinerea_triplex,Eucalyptus_cinerea,Eucalyptus_cinerea,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,cinerea,triplex
Eucalyptus_conferta,Eucalyptus_conferta,Eucalyptus_conferta,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,conferta,
Eucalyptus_conspicua_conspicua,Eucalyptus_conspicua,Eucalyptus_conspicua,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,conspicua,conspicua
Eucalyptus_conspicua_dispar,Eucalyptus_conspicua,Eucalyptus_conspicua,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,conspicua,dispar
Eucalyptus_corticosa,Eucalyptus_corticosa,Eucalyptus_corticosa,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,corticosa,
Eucalyptus_dalrympleana_dalrympleana,Eucalyptus_dalrympleana,Eucalyptus_dalrympleana,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,dalrympleana,dalrympleana
Eucalyptus_dalrympleana_heptantha,Eucalyptus_dalrympleana,Eucalyptus_dalrympleana,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,dalrympleana,heptantha
Eucalyptus_dalrympleana_lutruwita,Eucalyptus_dalrympleana,Eucalyptus_dalrympleana,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,dalrympleana,lutruwita
Eucalyptus_dalrympleana_poliophylla,Eucalyptus_dalrympleana,Eucalyptus_dalrympleana,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,dalrympleana,poliophylla
Eucalyptus_dorrigoensis,Eucalyptus_dorrigoensis,Eucalyptus_dorrigoensis,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,dorrigoensis,
Eucalyptus_elaeophloia,Eucalyptus_elaeophloia,Eucalyptus_elaeophloia,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,elaeophloia,
Eucalyptus_elliptica,Eucalyptus_elliptica,Eucalyptus_elliptica,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,elliptica,
Eucalyptus_fulgens,Eucalyptus_fulgens,Eucalyptus_fulgens,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,fulgens,
Eucalyptus_glaucescens,Eucalyptus_glaucescens,Eucalyptus_glaucescens,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,glaucescens,
Eucalyptus_ignorabilis,Eucalyptus_ignorabilis,Eucalyptus_ignorabilis,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,ignorabilis,
Eucalyptus_imlayensis,Eucalyptus_imlayensis,Eucalyptus_imlayensis,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,imlayensis,
Eucalyptus_kartzoffiana,Eucalyptus_kartzoffiana,Eucalyptus_kartzoffiana,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,kartzoffiana,
Eucalyptus_kitsoniana,Eucalyptus_kitsoniana,Eucalyptus_kitsoniana,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,kitsoniana,
Eucalyptus_lactea,Eucalyptus_lactea,Eucalyptus_lactea,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,lactea,
Eucalyptus_macarthurii,Eucalyptus_macarthurii,Eucalyptus_macarthurii,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,macarthurii,
Eucalyptus_mannifera_gullickii,Eucalyptus_mannifera,Eucalyptus_mannifera,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,mannifera,gullickii
Eucalyptus_mannifera_mannifera,Eucalyptus_mannifera,Eucalyptus_mannifera,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,mannifera,mannifera
Eucalyptus_nicholii,Eucalyptus_nicholii,Eucalyptus_nicholii,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,nicholii,
Eucalyptus_nobilis,Eucalyptus_nobilis,Eucalyptus_nobilis,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,nobilis,
Eucalyptus_nova-anglica,Eucalyptus_nova-anglica,Eucalyptus_nova-anglica,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,nova-anglica,
Eucalyptus_parvula,Eucalyptus_parvula,Eucalyptus_parvula,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,parvula,
Eucalyptus_perriniana_familiaris,Eucalyptus_perriniana,Eucalyptus_perriniana,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,perriniana,familiaris
Eucalyptus_perriniana_perriniana,Eucalyptus_perriniana,Eucalyptus_perriniana,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,perriniana,perriniana
Eucalyptus_pulverulenta,Eucalyptus_pulverulenta,Eucalyptus_pulverulenta,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,pulverulenta,
Eucalyptus_rubida_barbigerorum,Eucalyptus_rubida,Eucalyptus_rubida,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,rubida,barbigerorum
Eucalyptus_rubida_rubida,Eucalyptus_rubida,Eucalyptus_rubida,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,rubida,rubida
Eucalyptus_sabulosa,Eucalyptus_sabulosa,Eucalyptus_sabulosa,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,sabulosa,
Eucalyptus_saxatilis,Eucalyptus_saxatilis,Eucalyptus_saxatilis,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,saxatilis,
Eucalyptus_scoparia,Eucalyptus_scoparia,Eucalyptus_scoparia,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,scoparia,
Eucalyptus_smithii,Eucalyptus_smithii,Eucalyptus_smithii,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,smithii,
Eucalyptus_splendens,Eucalyptus_splendens,Eucalyptus_splendens,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,splendens,
Eucalyptus_viminalis_cygnetensis,Eucalyptus_viminalis,Eucalyptus_viminalis,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,viminalis,cygnetensis
Eucalyptus_viminalis_pryoriana,Eucalyptus_viminalis,Eucalyptus_viminalis,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,viminalis,pryoriana
Eucalyptus_viminalis_siliceana,Eucalyptus_viminalis,Eucalyptus_viminalis,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,viminalis,siliceana
Eucalyptus_viminalis_viminalis,Eucalyptus_viminalis,Eucalyptus_viminalis,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,viminalis,viminalis
Eucalyptus_wilcoxii,Eucalyptus_wilcoxii,Eucalyptus_wilcoxii,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,wilcoxii,
Eucalyptus_brevifolia,Eucalyptus_brevifolia,Eucalyptus_brevifolia,Eucalyptus,Symphyomyrtus,Platysperma,Sect_Platysperma,,brevifolia,
Eucalyptus_confluens,Eucalyptus_confluens,Eucalyptus_confluens,Eucalyptus,Symphyomyrtus,Platysperma,Sect_Platysperma,,confluens,
Eucalyptus_leucophloia_euroa,Eucalyptus_leucophloia,Eucalyptus_leucophloia,Eucalyptus,Symphyomyrtus,Platysperma,Sect_Platysperma,,leucophloia,euroa
Eucalyptus_leucophloia_leucophloia,Eucalyptus_leucophloia,Eucalyptus_leucophloia,Eucalyptus,Symphyomyrtus,Platysperma,Sect_Platysperma,,leucophloia,leucophloia
Eucalyptus_ordiana,Eucalyptus_ordiana,Eucalyptus_ordiana,Eucalyptus,Symphyomyrtus,Platysperma,Sect_Platysperma,,ordiana,
Eucalyptus_rupestris,Eucalyptus_rupestris,Eucalyptus_rupestris,Eucalyptus,Symphyomyrtus,Platysperma,Sect_Platysperma,,rupestris,
Eucalyptus_umbrawarrensis,Eucalyptus_umbrawarrensis,Eucalyptus_umbrawarrensis,Eucalyptus,Symphyomyrtus,Platysperma,Sect_Platysperma,,umbrawarrensis,
Eucalyptus_canaliculata,Eucalyptus_canaliculata,Eucalyptus_canaliculata,Eucalyptus,Symphyomyrtus,Pumilio,Lepidotae-Fimbriatia,,canaliculata,
Eucalyptus_grisea,Eucalyptus_grisea,Eucalyptus_grisea,Eucalyptus,Symphyomyrtus,Pumilio,Lepidotae-Fimbriatia,,grisea,
Eucalyptus_longirostrata,Eucalyptus_longirostrata,Eucalyptus_longirostrata,Eucalyptus,Symphyomyrtus,Pumilio,Lepidotae-Fimbriatia,,longirostrata,
Eucalyptus_punctata,Eucalyptus_punctata,Eucalyptus_punctata,Eucalyptus,Symphyomyrtus,Pumilio,Lepidotae-Fimbriatia,,punctata,
Eucalyptus_pumila,Eucalyptus_pumila,Eucalyptus_pumila,Eucalyptus,Symphyomyrtus,Pumilio,Pumilae,,pumila,
Eucalyptus_michaeliana,Eucalyptus_michaeliana,Eucalyptus_michaeliana,Eucalyptus,Symphyomyrtus,Racemus,Sect_Racemus,,michaeliana,
Eucalyptus_cladocalyx_cladocalyx,Eucalyptus_cladocalyx,Eucalyptus_cladocalyx,Eucalyptus,Symphyomyrtus,Sejunctae,Sect_Sejunctae,,cladocalyx,cladocalyx
Eucalyptus_cladocalyx_crassa,Eucalyptus_cladocalyx,Eucalyptus_cladocalyx,Eucalyptus,Symphyomyrtus,Sejunctae,Sect_Sejunctae,,cladocalyx,crassa
Eucalyptus_cladocalyx_petila,Eucalyptus_cladocalyx,Eucalyptus_cladocalyx,Eucalyptus,Symphyomyrtus,Sejunctae,Sect_Sejunctae,,cladocalyx,petila
