taxon,taxon_sp,taxon_sp_new,genus,subgenus,section,series,subseries,species,subspecies
Eucalyptus_conjuncta,Eucalyptus_conjuncta,Eucalyptus_conjuncta,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,conjuncta,
Eucalyptus_conjuncta,Eucalyptus_conjuncta,Eucalyptus_conjuncta,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,conjuncta,
Eucalyptus_erosa,Eucalyptus_erosa,Eucalyptus_erosa,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,erosa,
Eucalyptus_eugenioides,Eucalyptus_eugenioides,Eucalyptus_eugenioides,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,eugenioides,
Eucalyptus_expressa,Eucalyptus_expressa,Eucalyptus_expressa,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,expressa,
Eucalyptus_globoidea,Eucalyptus_globoidea,Eucalyptus_globoidea,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,globoidea,
Eucalyptus_imitans,Eucalyptus_imitans,Eucalyptus_imitans,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,imitans,
Eucalyptus_laevopinea,Eucalyptus_laevopinea,Eucalyptus_laevopinea,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,laevopinea,
Eucalyptus_ligustrina,Eucalyptus_ligustrina,Eucalyptus_ligustrina,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,ligustrina,
Eucalyptus_mackintii,Eucalyptus_mackintii,Eucalyptus_mackintii,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,mackintii,
Eucalyptus_mackintyi,Eucalyptus_mackintyi,Eucalyptus_mackintyi,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,mackintyi,
Eucalyptus_macrorhyncha_cannonii,Eucalyptus_macrorhyncha,Eucalyptus_macrorhyncha,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,macrorhyncha,cannonii
Eucalyptus_macrorhyncha_macrorhyncha,Eucalyptus_macrorhyncha,Eucalyptus_macrorhyncha,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,macrorhyncha,macrorhyncha
Eucalyptus_mckieana,Eucalyptus_mckieana,Eucalyptus_mckieana,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,mckieana,
Eucalyptus_muelleriana,Eucalyptus_muelleriana,Eucalyptus_muelleriana,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,muelleriana,
Eucalyptus_prominula,Eucalyptus_prominula,Eucalyptus_prominula,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,prominula,
Eucalyptus_serraensis_serraensis,Eucalyptus_serraensis,Eucalyptus_serraensis,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,serraensis,serraensis
Eucalyptus_serraensis_verrucata,Eucalyptus_serraensis,Eucalyptus_serraensis,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,serraensis,verrucata
Eucalyptus_sp.Woodsreef,Eucalyptus_sp.Woodsreef,Eucalyptus_sp.Woodsreef,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,sp.Woodsreef,
Eucalyptus_sp.Woodsreef(Nicolle8070),Eucalyptus_sp.Woodsreef(Nicolle8070),Eucalyptus_sp.Woodsreef(Nicolle8070),Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,sp.Woodsreef(Nicolle8070),
Eucalyptus_sparsifolia,Eucalyptus_sparsifolia,Eucalyptus_sparsifolia,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,sparsifolia,
Eucalyptus_subcaerulea,Eucalyptus_subcaerulea,Eucalyptus_subcaerulea,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,subcaerulea,
Eucalyptus_tenella,Eucalyptus_tenella,Eucalyptus_tenella,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,tenella,
Eucalyptus_tindaliae,Eucalyptus_tindaliae,Eucalyptus_tindaliae,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,tindaliae,
Eucalyptus_verrucata,Eucalyptus_verrucata,Eucalyptus_verrucata,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,verrucata,
Eucalyptus_victoriana,Eucalyptus_victoriana,Eucalyptus_victoriana,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,victoriana,
Eucalyptus_williamsiana,Eucalyptus_williamsiana,Eucalyptus_williamsiana,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,williamsiana,
Eucalyptus_youmanii,Eucalyptus_youmanii,Eucalyptus_youmanii,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,youmanii,
Eucalyptus_gregsoniana,Eucalyptus_gregsoniana,Eucalyptus_gregsoniana,Eucalyptus,Eucalyptus,Eucalyptus,Pauciflorae,,gregsoniana,
Eucalyptus_lacrimans,Eucalyptus_lacrimans,Eucalyptus_lacrimans,Eucalyptus,Eucalyptus,Eucalyptus,Pauciflorae,,lacrimans,
Eucalyptus_pauciflora_acerina,Eucalyptus_pauciflora,Eucalyptus_pauciflora,Eucalyptus,Eucalyptus,Eucalyptus,Pauciflorae,,pauciflora,acerina
Eucalyptus_pauciflora_debeuzevillei,Eucalyptus_pauciflora,Eucalyptus_pauciflora,Eucalyptus,Eucalyptus,Eucalyptus,Pauciflorae,,pauciflora,debeuzevillei
Eucalyptus_pauciflora_hedraia,Eucalyptus_pauciflora,Eucalyptus_pauciflora,Eucalyptus,Eucalyptus,Eucalyptus,Pauciflorae,,pauciflora,hedraia
Eucalyptus_pauciflora_niphophila,Eucalyptus_pauciflora,Eucalyptus_pauciflora,Eucalyptus,Eucalyptus,Eucalyptus,Pauciflorae,,pauciflora,niphophila
Eucalyptus_pauciflora_parvifructa,Eucalyptus_pauciflora,Eucalyptus_pauciflora,Eucalyptus,Eucalyptus,Eucalyptus,Pauciflorae,,pauciflora,parvifructa
Eucalyptus_pauciflora_pauciflora,Eucalyptus_pauciflora,Eucalyptus_pauciflora,Eucalyptus,Eucalyptus,Eucalyptus,Pauciflorae,,pauciflora,pauciflora
Eucalyptus_piperita_piperita,Eucalyptus_piperita,Eucalyptus_piperita,Eucalyptus,Eucalyptus,Eucalyptus,Piperitales,,piperita,piperita
Eucalyptus_piperita_urceolaris,Eucalyptus_piperita,Eucalyptus_piperita,Eucalyptus,Eucalyptus,Eucalyptus,Piperitales,,piperita,urceolaris
Eucalyptus_planchoniana,Eucalyptus_planchoniana,Eucalyptus_planchoniana,Eucalyptus,Eucalyptus,Eucalyptus,Planchonianae,,planchoniana,
Eucalyptus_andrewsii,Eucalyptus_andrewsii,Eucalyptus_andrewsii,Eucalyptus,Eucalyptus,Eucalyptus,Psathyroxyla,Considenianae,andrewsii,
Eucalyptus_campanulata,Eucalyptus_campanulata,Eucalyptus_campanulata,Eucalyptus,Eucalyptus,Eucalyptus,Psathyroxyla,Considenianae,campanulata,
Eucalyptus_consideniana,Eucalyptus_consideniana,Eucalyptus_consideniana,Eucalyptus,Eucalyptus,Eucalyptus,Psathyroxyla,Considenianae,consideniana,
Eucalyptus_haemastoma,Eucalyptus_haemastoma,Eucalyptus_haemastoma,Eucalyptus,Eucalyptus,Eucalyptus,Psathyroxyla,Haemastomae,haemastoma,
Eucalyptus_multicaulis,Eucalyptus_multicaulis,Eucalyptus_multicaulis,Eucalyptus,Eucalyptus,Eucalyptus,Psathyroxyla,Considenianae,multicaulis,
Eucalyptus_olida,Eucalyptus_olida,Eucalyptus_olida,Eucalyptus,Eucalyptus,Eucalyptus,Psathyroxyla,Considenianae,olida,
Eucalyptus_racemosa,Eucalyptus_racemosa,Eucalyptus_racemosa,Eucalyptus,Eucalyptus,Eucalyptus,Psathyroxyla,Haemastomae,racemosa,
Eucalyptus_remota,Eucalyptus_remota,Eucalyptus_remota,Eucalyptus,Eucalyptus,Eucalyptus,Psathyroxyla,Considenianae,remota,
Eucalyptus_rossii,Eucalyptus_rossii,Eucalyptus_rossii,Eucalyptus,Eucalyptus,Eucalyptus,Psathyroxyla,Haemastomae,rossii,
Eucalyptus_sieberi,Eucalyptus_sieberi,Eucalyptus_sieberi,Eucalyptus,Eucalyptus,Eucalyptus,Psathyroxyla,Considenianae,sieberi,
Eucalyptus_pilularis,Eucalyptus_pilularis,Eucalyptus_pilularis,Eucalyptus,Eucalyptus,Eucalyptus,Pseudostringybarks,,pilularis,
Eucalyptus_pyrocarpa,Eucalyptus_pyrocarpa,Eucalyptus_pyrocarpa,Eucalyptus,Eucalyptus,Eucalyptus,Pseudostringybarks,,pyrocarpa,
Eucalyptus_ambigua,Eucalyptus_ambigua,Eucalyptus_ambigua,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,ambigua,
Eucalyptus_ambigua,Eucalyptus_ambigua,Eucalyptus_ambigua,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,ambigua,
Eucalyptus_amygdalina,Eucalyptus_amygdalina,Eucalyptus_amygdalina,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,amygdalina,
Eucalyptus_arenicola,Eucalyptus_arenicola,Eucalyptus_arenicola,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,arenicola,
Eucalyptus_coccifera,Eucalyptus_coccifera,Eucalyptus_coccifera,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,coccifera,
Eucalyptus_croajingolensis,Eucalyptus_croajingolensis,Eucalyptus_croajingolensis,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,croajingolensis,
Eucalyptus_dives,Eucalyptus_dives,Eucalyptus_dives,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,dives,
Eucalyptus_elata,Eucalyptus_elata,Eucalyptus_elata,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,elata,
Eucalyptus_falciformis,Eucalyptus_falciformis,Eucalyptus_falciformis,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,falciformis,
Eucalyptus_molyneuxii,Eucalyptus_molyneuxii,Eucalyptus_molyneuxii,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,molyneuxii,
Eucalyptus_nebulosa,Eucalyptus_nebulosa,Eucalyptus_nebulosa,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,nebulosa,
Eucalyptus_nitida,Eucalyptus_nitida,Eucalyptus_nitida,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,nitida,
Eucalyptus_pulchella,Eucalyptus_pulchella,Eucalyptus_pulchella,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,pulchella,
Eucalyptus_radiata_radiata,Eucalyptus_radiata,Eucalyptus_radiata,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,radiata,radiata
Eucalyptus_radiata_robertsonii,Eucalyptus_radiata,Eucalyptus_radiata,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,radiata,robertsonii
Eucalyptus_radiata_sejuncta,Eucalyptus_radiata,Eucalyptus_radiata,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,radiata,sejuncta
Eucalyptus_risdonii,Eucalyptus_risdonii,Eucalyptus_risdonii,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,risdonii,
Eucalyptus_robertsonii_hemispherica,Eucalyptus_robertsonii,Eucalyptus_robertsonii,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,robertsonii_hemispherica,
Eucalyptus_robertsonii×subsp.hemispherica,Eucalyptus_robertsonii×subsp.hemispherica,Eucalyptus_robertsonii×subsp.hemispherica,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,robertsonii×subsp.hemispherica,
Eucalyptus_tenuiramis,Eucalyptus_tenuiramis,Eucalyptus_tenuiramis,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,tenuiramis,
Eucalyptus_willisii,Eucalyptus_willisii,Eucalyptus_willisii,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,willisii,
Eucalyptus_stenostoma,Eucalyptus_stenostoma,Eucalyptus_stenostoma,Eucalyptus,Eucalyptus,Eucalyptus,Stenostomae,,stenostoma,
Eucalyptus_apiculata,Eucalyptus_apiculata,Eucalyptus_apiculata,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Irregulares,apiculata,
Eucalyptus_approximans,Eucalyptus_approximans,Eucalyptus_approximans,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Regulares,approximans,
Eucalyptus_burgessiana,Eucalyptus_burgessiana,Eucalyptus_burgessiana,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Irregulares,burgessiana,
Eucalyptus_codonocarpa,Eucalyptus_codonocarpa,Eucalyptus_codonocarpa,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Regulares,codonocarpa,
Eucalyptus_cunninghamii_cunninghamii,Eucalyptus_cunninghamii,Eucalyptus_cunninghamii,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Regulares,cunninghamii,cunninghamii
Eucalyptus_cunninghamii_GroseValley(Nicolle5868),Eucalyptus_cunninghamii,Eucalyptus_cunninghamii,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Regulares,cunninghamii,GroseValley(Nicolle5868)
Eucalyptus_dendromorpha,Eucalyptus_dendromorpha,Eucalyptus_dendromorpha,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Irregulares,dendromorpha,
Eucalyptus_kybeanensis,Eucalyptus_kybeanensis,Eucalyptus_kybeanensis,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Regulares,kybeanensis,
Eucalyptus_langleyi,Eucalyptus_langleyi,Eucalyptus_langleyi,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Irregulares,langleyi,
Eucalyptus_microcodon,Eucalyptus_microcodon,Eucalyptus_microcodon,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Regulares,microcodon,
Eucalyptus_paliformis,Eucalyptus_paliformis,Eucalyptus_paliformis,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Regulares,paliformis,
Eucalyptus_spectatrix,Eucalyptus_spectatrix,Eucalyptus_spectatrix,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Irregulares,spectatrix,
Eucalyptus_stricta,Eucalyptus_stricta,Eucalyptus_stricta,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Irregulares,stricta,
Eucalyptus_triflora,Eucalyptus_triflora,Eucalyptus_triflora,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Irregulares,triflora,
Eucalyptus_calcicola_calcicola,Eucalyptus_calcicola,Eucalyptus_calcicola,Eucalyptus,Eucalyptus,Frutices,Calcicolae,,calcicola,calcicola
Eucalyptus_calcicola_unita,Eucalyptus_calcicola,Eucalyptus_calcicola,Eucalyptus,Eucalyptus,Frutices,Calcicolae,,calcicola,unita
Eucalyptus_ligulata_ligulata,Eucalyptus_ligulata,Eucalyptus_ligulata,Eucalyptus,Eucalyptus,Frutices,Calcicolae,,ligulata,ligulata
Eucalyptus_ligulata_stirlingica,Eucalyptus_ligulata,Eucalyptus_ligulata,Eucalyptus,Eucalyptus,Frutices,Calcicolae,,ligulata,stirlingica
Eucalyptus_buprestium,Eucalyptus_buprestium,Eucalyptus_buprestium,Eucalyptus,Eucalyptus,Frutices,Diversiformae,Cochleatae,buprestium,
Eucalyptus_diversifolia_diversifolia,Eucalyptus_diversifolia,Eucalyptus_diversifolia,Eucalyptus,Eucalyptus,Frutices,Diversiformae,Neuropterae,diversifolia,diversifolia
Eucalyptus_diversifolia_hesperia,Eucalyptus_diversifolia,Eucalyptus_diversifolia,Eucalyptus,Eucalyptus,Frutices,Diversiformae,Neuropterae,diversifolia,hesperia
Eucalyptus_dolorosa,Eucalyptus_dolorosa,Eucalyptus_dolorosa,Eucalyptus,Eucalyptus,Frutices,Diversiformae,Neuropterae,dolorosa,
Eucalyptus_erectifolia,Eucalyptus_erectifolia,Eucalyptus_erectifolia,Eucalyptus,Eucalyptus,Frutices,Diversiformae,Inter-subserieshybrid,erectifolia,
Eucalyptus_erectifolia,Eucalyptus_erectifolia,Eucalyptus_erectifolia,Eucalyptus,Eucalyptus,Frutices,Diversiformae,Inter-subserieshybrid,erectifolia,
Eucalyptus_pachyloma,Eucalyptus_pachyloma,Eucalyptus_pachyloma,Eucalyptus,Eucalyptus,Frutices,Diversiformae,Neuropterae,pachyloma,
Eucalyptus_platydisca,Eucalyptus_platydisca,Eucalyptus_platydisca,Eucalyptus,Eucalyptus,Frutices,Diversiformae,Neuropterae,platydisca,
Eucalyptus_todtiana,Eucalyptus_todtiana,Eucalyptus_todtiana,Eucalyptus,Eucalyptus,Frutices,Diversiformae,Neuropterae,todtiana,
Eucalyptus_insularis_continentalis,Eucalyptus_insularis,Eucalyptus_insularis,Eucalyptus,Eucalyptus,Frutices,Insulares,,insularis,continentalis
Eucalyptus_insularis_insularis,Eucalyptus_insularis,Eucalyptus_insularis,Eucalyptus,Eucalyptus,Frutices,Insulares,,insularis,insularis
Eucalyptus_chrysantha,Eucalyptus_chrysantha,Eucalyptus_chrysantha,Eucalyptus,Eucalyptus,Frutices,Inter-serieshybrid,,chrysantha,
Eucalyptus_chrysantha,Eucalyptus_chrysantha,Eucalyptus_chrysantha,Eucalyptus,Eucalyptus,Frutices,Inter-serieshybrid,,chrysantha,
Eucalyptus_lateritica,Eucalyptus_lateritica,Eucalyptus_lateritica,Eucalyptus,Eucalyptus,Frutices,Inter-serieshybrid,,lateritica,
Eucalyptus_lateritica,Eucalyptus_lateritica,Eucalyptus_lateritica,Eucalyptus,Eucalyptus,Frutices,Inter-serieshybrid,,lateritica,
Eucalyptus_exilis,Eucalyptus_exilis,Eucalyptus_exilis,Eucalyptus,Eucalyptus,Frutices,Muricatae,,exilis,
Eucalyptus_pendens,Eucalyptus_pendens,Eucalyptus_pendens,Eucalyptus,Eucalyptus,Frutices,Muricatae,,pendens,
Eucalyptus_sepulcralis,Eucalyptus_sepulcralis,Eucalyptus_sepulcralis,Eucalyptus,Eucalyptus,Frutices,Muricatae,,sepulcralis,
Eucalyptus_aquilina,Eucalyptus_aquilina,Eucalyptus_aquilina,Eucalyptus,Eucalyptus,Frutices,Preissianae,Glandulares,aquilina,
Eucalyptus_coronata,Eucalyptus_coronata,Eucalyptus_coronata,Eucalyptus,Eucalyptus,Frutices,Preissianae,Glandulares,coronata,
Eucalyptus_megacarpa,Eucalyptus_megacarpa,Eucalyptus_megacarpa,Eucalyptus,Eucalyptus,Frutices,Preissianae,Glandulares,megacarpa,
Eucalyptus_preissiana_lobata,Eucalyptus_preissiana,Eucalyptus_preissiana,Eucalyptus,Eucalyptus,Frutices,Preissianae,Pluriloculares,preissiana,lobata
Eucalyptus_preissiana_preissiana,Eucalyptus_preissiana,Eucalyptus_preissiana,Eucalyptus,Eucalyptus,Frutices,Preissianae,Pluriloculares,preissiana,preissiana
Eucalyptus_acies,Eucalyptus_acies,Eucalyptus_acies,Eucalyptus,Eucalyptus,Frutices,Proximae,,acies,
Eucalyptus_johnsoniana,Eucalyptus_johnsoniana,Eucalyptus_johnsoniana,Eucalyptus,Eucalyptus,Frutices,Subereae,,johnsoniana,
Eucalyptus_suberea,Eucalyptus_suberea,Eucalyptus_suberea,Eucalyptus,Eucalyptus,Frutices,Subereae,,suberea,
Eucalyptus_angularis,Eucalyptus_angularis,Eucalyptus_angularis,Eucalyptus,Eucalyptus,Inter-sectionalhybrid,Inter-sectionalhybrid,,angularis,
Eucalyptus_kalganensis,Eucalyptus_kalganensis,Eucalyptus_kalganensis,Eucalyptus,Eucalyptus,Inter-sectionalhybrid,Inter-sectionalhybrid,,kalganensis,
Eucalyptus_angularis,Eucalyptus_angularis,Eucalyptus_angularis,Eucalyptus,Eucalyptus,Intersectionalhybrid,Intersectionalhybrid,,angularis,
Eucalyptus_kalganensis,Eucalyptus_kalganensis,Eucalyptus_kalganensis,Eucalyptus,Eucalyptus,Intersectionalhybrid,Intersectionalhybrid,,kalganensis,
Eucalyptus_jacksonii,Eucalyptus_jacksonii,Eucalyptus_jacksonii,Eucalyptus,Eucalyptus,Longistylus,Jacksoniae,,jacksonii,
Eucalyptus_marginata_marginata,Eucalyptus_marginata,Eucalyptus_marginata,Eucalyptus,Eucalyptus,Longistylus,Occidentales,,marginata,marginata
Eucalyptus_marginata_spurgeana,Eucalyptus_marginata,Eucalyptus_marginata,Eucalyptus,Eucalyptus,Longistylus,Occidentales,,marginata,spurgeana
Eucalyptus_marginata_thalassica,Eucalyptus_marginata,Eucalyptus_marginata,Eucalyptus,Eucalyptus,Longistylus,Occidentales,,marginata,thalassica
Eucalyptus_staeri,Eucalyptus_staeri,Eucalyptus_staeri,Eucalyptus,Eucalyptus,Longistylus,Occidentales,,staeri,
Eucalyptus_patens,Eucalyptus_patens,Eucalyptus_patens,Eucalyptus,Eucalyptus,Longistylus,Patentes,,patens,
Eucalyptus_brevistylis,Eucalyptus_brevistylis,Eucalyptus_brevistylis,Eucalyptus,Eucalyptus,Longistylus,Pedaria,,brevistylis,
Eucalyptus_aurantiaca,Eucalyptus_aurantiaca,Eucalyptus_aurantiaca,Eucalyptus,Eudesmia,Aurantistamineae,Miniatae,,aurantiaca,
Eucalyptus_chartaboma,Eucalyptus_chartaboma,Eucalyptus_chartaboma,Eucalyptus,Eudesmia,Aurantistamineae,Miniatae,,chartaboma,
Eucalyptus_gigantangion,Eucalyptus_gigantangion,Eucalyptus_gigantangion,Eucalyptus,Eudesmia,Aurantistamineae,Miniatae,,gigantangion,
Eucalyptus_miniata,Eucalyptus_miniata,Eucalyptus_miniata,Eucalyptus,Eudesmia,Aurantistamineae,Miniatae,,miniata,
Eucalyptus_ceracea,Eucalyptus_ceracea,Eucalyptus_ceracea,Eucalyptus,Eudesmia,Aurantistamineae,Phoeniceosae,,ceracea,
Eucalyptus_phoenicea,Eucalyptus_phoenicea,Eucalyptus_phoenicea,Eucalyptus,Eudesmia,Aurantistamineae,Phoeniceosae,,phoenicea,
Eucalyptus_sp.Battlecamp(Nicolle1789),Eucalyptus_sp.Battlecamp(Nicolle1789),Eucalyptus_sp.Battlecamp(Nicolle1789),Eucalyptus,Eudesmia,Aurantistamineae,Phoeniceosae,,sp.Battlecamp(Nicolle1789),
Eucalyptus_sp.Battlecamp,Eucalyptus_sp.Battlecamp,Eucalyptus_sp.Battlecamp,Eucalyptus,Eudesmia,Complanatae,Miniatae,Phoeniceosae,sp.Battlecamp,
Eucalyptus_ebbanoensis_ebbanoensis,Eucalyptus_ebbanoensis,Eucalyptus_ebbanoensis,Eucalyptus,Eudesmia,Limbatae,Ebbanoenses,,ebbanoensis,ebbanoensis
Eucalyptus_ebbanoensis_glauciramula,Eucalyptus_ebbanoensis,Eucalyptus_ebbanoensis,Eucalyptus,Eudesmia,Limbatae,Ebbanoenses,,ebbanoensis,glauciramula
Eucalyptus_ebbanoensis_photina,Eucalyptus_ebbanoensis,Eucalyptus_ebbanoensis,Eucalyptus,Eudesmia,Limbatae,Ebbanoenses,,ebbanoensis,photina
Eucalyptus_gongylocarpa,Eucalyptus_gongylocarpa,Eucalyptus_gongylocarpa,Eucalyptus,Eudesmia,Limbatae,Edentatae,,gongylocarpa,
Eucalyptus_erythrocorys,Eucalyptus_erythrocorys,Eucalyptus_erythrocorys,Eucalyptus,Eudesmia,Limbatae,Erythrocorythosae,,erythrocorys,
Eucalyptus_conveniens,Eucalyptus_conveniens,Eucalyptus_conveniens,Eucalyptus,Eudesmia,Limbatae,Heteropterae,Tetraedrae,conveniens,
Eucalyptus_conveniens,Eucalyptus_conveniens,Eucalyptus_conveniens,Eucalyptus,Eudesmia,Limbatae,Heteropterae,,conveniens,
Eucalyptus_eudesmioides,Eucalyptus_eudesmioides,Eucalyptus_eudesmioides,Eucalyptus,Eudesmia,Limbatae,Heteropterae,,eudesmioides,
Eucalyptus_extrica,Eucalyptus_extrica,Eucalyptus_extrica,Eucalyptus,Eudesmia,Limbatae,Heteropterae,,extrica,
Eucalyptus_gittinsii_gittinsii,Eucalyptus_gittinsii,Eucalyptus_gittinsii,Eucalyptus,Eudesmia,Limbatae,Heteropterae,,gittinsii,gittinsii
Eucalyptus_gittinsii_illucida,Eucalyptus_gittinsii,Eucalyptus_gittinsii,Eucalyptus,Eudesmia,Limbatae,Heteropterae,,gittinsii,illucida
Eucalyptus_pallida,Eucalyptus_pallida,Eucalyptus_pallida,Eucalyptus,Eudesmia,Limbatae,Heteropterae,,pallida,
Eucalyptus_pleurocarpa,Eucalyptus_pleurocarpa,Eucalyptus_pleurocarpa,Eucalyptus,Eudesmia,Limbatae,Heteropterae,,pleurocarpa,
Eucalyptus_selachiana,Eucalyptus_selachiana,Eucalyptus_selachiana,Eucalyptus,Eudesmia,Limbatae,Heteropterae,,selachiana,
Eucalyptus_tetragona,Eucalyptus_tetragona,Eucalyptus_tetragona,Eucalyptus,Eudesmia,Limbatae,Heteropterae,Tetraedrae,tetragona,
Eucalyptus_tetragona,Eucalyptus_tetragona,Eucalyptus_tetragona,Eucalyptus,Eudesmia,Limbatae,Heteropterae,,tetragona,
Eucalyptus_jucunda,Eucalyptus_jucunda,Eucalyptus_jucunda,Eucalyptus,Eudesmia,Limbatae,Jucundae,,jucunda,
Eucalyptus_roycei,Eucalyptus_roycei,Eucalyptus_roycei,Eucalyptus,Eudesmia,Limbatae,Jucundae,,roycei,
Eucalyptus_gamophylla,Eucalyptus_gamophylla,Eucalyptus_gamophylla,Eucalyptus,Eudesmia,Limbatae,Odontocarpae,,gamophylla,
Eucalyptus_odontocarpa,Eucalyptus_odontocarpa,Eucalyptus_odontocarpa,Eucalyptus,Eudesmia,Limbatae,Odontocarpae,,odontocarpa,
Eucalyptus_megasepala,Eucalyptus_megasepala,Eucalyptus_megasepala,Eucalyptus,Eudesmia,Limbatae,Tetrodontae,,megasepala,
Eucalyptus_tetrodonta,Eucalyptus_tetrodonta,Eucalyptus_tetrodonta,Eucalyptus,Eudesmia,Limbatae,Tetrodontae,,tetrodonta,
Eucalyptus_baileyana,Eucalyptus_baileyana,Eucalyptus_baileyana,Eucalyptus,Eudesmia,Reticulatae,Scutelliformes,,baileyana,
Eucalyptus_lirata,Eucalyptus_lirata,Eucalyptus_lirata,Eucalyptus,Eudesmia,Reticulatae,Similes,,lirata,
Eucalyptus_similis,Eucalyptus_similis,Eucalyptus_similis,Eucalyptus,Eudesmia,Reticulatae,Similes,,similis,
Eucalyptus_cloeziana_cloeziana,Eucalyptus_cloeziana,Eucalyptus_cloeziana,Eucalyptus,Idiogenes,Subgen_Idiogenes,Subgen_Idiogenes,,cloeziana,cloeziana
Eucalyptus_cloeziana_Gympie(Nicolle8167),Eucalyptus_cloeziana,Eucalyptus_cloeziana,Eucalyptus,Idiogenes,Subgen_Idiogenes,Subgen_Idiogenes,,cloeziana,Gympie(Nicolle8167)
Eucalyptus_cloeziana_InlandSouthQueensland(Nicolle696),Eucalyptus_cloeziana,Eucalyptus_cloeziana,Eucalyptus,Idiogenes,Subgen_Idiogenes,Subgen_Idiogenes,,cloeziana,InlandSouthQueensland(Nicolle696)
Eucalyptus_cloeziana_stannariensis,Eucalyptus_cloeziana,Eucalyptus_cloeziana,Eucalyptus,Idiogenes,Subgen_Idiogenes,Subgen_Idiogenes,,cloeziana,stannariensis
Eucalyptus_acmenoides×cloeziana,Eucalyptus_acmenoides×cloeziana,Eucalyptus_acmenoides×cloeziana,Eucalyptus,Inter-subgenushybrid,Inter-subgenushybrid,Inter-subgenushybrid,,acmenoides×cloeziana,
